matched_set_id	object_id	decoy_object_id	trait_id	object_type	assigned_split	prototype_locked_not_final	score_source	score_version	score_level_used	adapter_id	evidence_score	decoy_score	score_available_evidence	score_available_decoy	n_decoys_expected	n_decoys_with_score	decoy_semantics	uses_true_negative	uses_unknown_as_negative	dry_run_only	notes
MSET_OBJ_GENE_00000002_baseline_shuffled_trait_v0_1_chr1_snp_20260516	OBJ_GENE_00000002	GENE_BG_Os01g0102000	data_lt_2007__cult_code_repro	gene	dev	true	baseline:shuffled_trait	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	0	0	true	true	5	5	matched_background	false	false	true	dry-run adapter aggregation diagnostic only; not a formal metric
MSET_OBJ_GENE_00000002_baseline_shuffled_trait_v0_1_chr1_snp_20260516	OBJ_GENE_00000002	GENE_BG_Os01g0101700	data_lt_2007__cult_code_repro	gene	dev	true	baseline:shuffled_trait	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	0	0	true	true	5	5	matched_background	false	false	true	dry-run adapter aggregation diagnostic only; not a formal metric
MSET_OBJ_GENE_00000002_baseline_shuffled_trait_v0_1_chr1_snp_20260516	OBJ_GENE_00000002	GENE_BG_LOC_Os01g01110	data_lt_2007__cult_code_repro	gene	dev	true	baseline:shuffled_trait	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	0	0	true	true	5	5	matched_background	false	false	true	dry-run adapter aggregation diagnostic only; not a formal metric
MSET_OBJ_GENE_00000002_baseline_shuffled_trait_v0_1_chr1_snp_20260516	OBJ_GENE_00000002	GENE_BG_Os01g0102400	data_lt_2007__cult_code_repro	gene	dev	true	baseline:shuffled_trait	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	0	0	true	true	5	5	matched_background	false	false	true	dry-run adapter aggregation diagnostic only; not a formal metric
MSET_OBJ_GENE_00000002_baseline_shuffled_trait_v0_1_chr1_snp_20260516	OBJ_GENE_00000002	GENE_BG_rps11	data_lt_2007__cult_code_repro	gene	dev	true	baseline:shuffled_trait	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	0	0	true	true	5	5	matched_background	false	false	true	dry-run adapter aggregation diagnostic only; not a formal metric
MSET_OBJ_GENE_00000002_baseline_window_snp_density_v0_1_chr1_snp_20260516	OBJ_GENE_00000002	GENE_BG_Os01g0102000	data_lt_2007__cult_code_repro	gene	dev	true	baseline:window_snp_density	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	68.5	68.5	true	true	5	5	matched_background	false	false	true	dry-run adapter aggregation diagnostic only; not a formal metric
MSET_OBJ_GENE_00000002_baseline_window_snp_density_v0_1_chr1_snp_20260516	OBJ_GENE_00000002	GENE_BG_Os01g0101700	data_lt_2007__cult_code_repro	gene	dev	true	baseline:window_snp_density	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	68.5	68.5	true	true	5	5	matched_background	false	false	true	dry-run adapter aggregation diagnostic only; not a formal metric
MSET_OBJ_GENE_00000002_baseline_window_snp_density_v0_1_chr1_snp_20260516	OBJ_GENE_00000002	GENE_BG_LOC_Os01g01110	data_lt_2007__cult_code_repro	gene	dev	true	baseline:window_snp_density	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	68.5	68.5	true	true	5	5	matched_background	false	false	true	dry-run adapter aggregation diagnostic only; not a formal metric
MSET_OBJ_GENE_00000002_baseline_window_snp_density_v0_1_chr1_snp_20260516	OBJ_GENE_00000002	GENE_BG_Os01g0102400	data_lt_2007__cult_code_repro	gene	dev	true	baseline:window_snp_density	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	68.5	75	true	true	5	5	matched_background	false	false	true	dry-run adapter aggregation diagnostic only; not a formal metric
MSET_OBJ_GENE_00000002_baseline_window_snp_density_v0_1_chr1_snp_20260516	OBJ_GENE_00000002	GENE_BG_rps11	data_lt_2007__cult_code_repro	gene	dev	true	baseline:window_snp_density	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	68.5	68.5	true	true	5	5	matched_background	false	false	true	dry-run adapter aggregation diagnostic only; not a formal metric
MSET_OBJ_GENE_00000016_baseline_genomic_position_v0_1_chr1_snp_20260516	OBJ_GENE_00000016	GENE_BG_Os01g0106900	data_lt_2007__spkf	gene	dev	true	baseline:genomic_position	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	0.0069330853	0.0075108405	true	true	5	5	matched_background	false	false	true	dry-run adapter aggregation diagnostic only; not a formal metric
MSET_OBJ_GENE_00000016_baseline_genomic_position_v0_1_chr1_snp_20260516	OBJ_GENE_00000016	GENE_BG_Os01g0106800	data_lt_2007__spkf	gene	dev	true	baseline:genomic_position	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	0.0069330853	0.0075108405	true	true	5	5	matched_background	false	false	true	dry-run adapter aggregation diagnostic only; not a formal metric
MSET_OBJ_GENE_00000016_baseline_genomic_position_v0_1_chr1_snp_20260516	OBJ_GENE_00000016	GENE_BG_Os01g0107000	data_lt_2007__spkf	gene	dev	true	baseline:genomic_position	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	0.0069330853	0.0075108405	true	true	5	5	matched_background	false	false	true	dry-run adapter aggregation diagnostic only; not a formal metric
MSET_OBJ_GENE_00000016_baseline_genomic_position_v0_1_chr1_snp_20260516	OBJ_GENE_00000016	GENE_BG_Os01g0105800	data_lt_2007__spkf	gene	dev	true	baseline:genomic_position	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	0.0069330853	0.0063553301	true	true	5	5	matched_background	false	false	true	dry-run adapter aggregation diagnostic only; not a formal metric
MSET_OBJ_GENE_00000016_baseline_genomic_position_v0_1_chr1_snp_20260516	OBJ_GENE_00000016	GENE_BG_Os01g0105700	data_lt_2007__spkf	gene	dev	true	baseline:genomic_position	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	0.0069330853	0.0063553301	true	true	5	5	matched_background	false	false	true	dry-run adapter aggregation diagnostic only; not a formal metric
MSET_OBJ_GENE_00000016_baseline_random_uniform_v0_1_chr1_snp_20260516	OBJ_GENE_00000016	GENE_BG_Os01g0106900	data_lt_2007__spkf	gene	dev	true	baseline:random_uniform	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	0.5014346672	0.6998342034	true	true	5	5	matched_background	false	false	true	dry-run adapter aggregation diagnostic only; not a formal metric
MSET_OBJ_GENE_00000016_baseline_random_uniform_v0_1_chr1_snp_20260516	OBJ_GENE_00000016	GENE_BG_Os01g0106800	data_lt_2007__spkf	gene	dev	true	baseline:random_uniform	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	0.5014346672	0.6998342034	true	true	5	5	matched_background	false	false	true	dry-run adapter aggregation diagnostic only; not a formal metric
MSET_OBJ_GENE_00000016_baseline_random_uniform_v0_1_chr1_snp_20260516	OBJ_GENE_00000016	GENE_BG_Os01g0107000	data_lt_2007__spkf	gene	dev	true	baseline:random_uniform	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	0.5014346672	0.6998342034	true	true	5	5	matched_background	false	false	true	dry-run adapter aggregation diagnostic only; not a formal metric
MSET_OBJ_GENE_00000016_baseline_random_uniform_v0_1_chr1_snp_20260516	OBJ_GENE_00000016	GENE_BG_Os01g0105800	data_lt_2007__spkf	gene	dev	true	baseline:random_uniform	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	0.5014346672	0.5012983168	true	true	5	5	matched_background	false	false	true	dry-run adapter aggregation diagnostic only; not a formal metric
MSET_OBJ_GENE_00000016_baseline_random_uniform_v0_1_chr1_snp_20260516	OBJ_GENE_00000016	GENE_BG_Os01g0105700	data_lt_2007__spkf	gene	dev	true	baseline:random_uniform	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	0.5014346672	0.5012983168	true	true	5	5	matched_background	false	false	true	dry-run adapter aggregation diagnostic only; not a formal metric
MSET_OBJ_GENE_00000016_baseline_shuffled_trait_v0_1_chr1_snp_20260516	OBJ_GENE_00000016	GENE_BG_Os01g0106900	data_lt_2007__spkf	gene	dev	true	baseline:shuffled_trait	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	0	0	true	true	5	5	matched_background	false	false	true	dry-run adapter aggregation diagnostic only; not a formal metric
MSET_OBJ_GENE_00000016_baseline_shuffled_trait_v0_1_chr1_snp_20260516	OBJ_GENE_00000016	GENE_BG_Os01g0106800	data_lt_2007__spkf	gene	dev	true	baseline:shuffled_trait	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	0	0	true	true	5	5	matched_background	false	false	true	dry-run adapter aggregation diagnostic only; not a formal metric
MSET_OBJ_GENE_00000016_baseline_shuffled_trait_v0_1_chr1_snp_20260516	OBJ_GENE_00000016	GENE_BG_Os01g0107000	data_lt_2007__spkf	gene	dev	true	baseline:shuffled_trait	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	0	0	true	true	5	5	matched_background	false	false	true	dry-run adapter aggregation diagnostic only; not a formal metric
MSET_OBJ_GENE_00000016_baseline_shuffled_trait_v0_1_chr1_snp_20260516	OBJ_GENE_00000016	GENE_BG_Os01g0105800	data_lt_2007__spkf	gene	dev	true	baseline:shuffled_trait	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	0	0	true	true	5	5	matched_background	false	false	true	dry-run adapter aggregation diagnostic only; not a formal metric
MSET_OBJ_GENE_00000016_baseline_shuffled_trait_v0_1_chr1_snp_20260516	OBJ_GENE_00000016	GENE_BG_Os01g0105700	data_lt_2007__spkf	gene	dev	true	baseline:shuffled_trait	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	0	0	true	true	5	5	matched_background	false	false	true	dry-run adapter aggregation diagnostic only; not a formal metric
MSET_OBJ_GENE_00000016_baseline_window_snp_density_v0_1_chr1_snp_20260516	OBJ_GENE_00000016	GENE_BG_Os01g0106900	data_lt_2007__spkf	gene	dev	true	baseline:window_snp_density	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	77.66666667	78	true	true	5	5	matched_background	false	false	true	dry-run adapter aggregation diagnostic only; not a formal metric
MSET_OBJ_GENE_00000016_baseline_window_snp_density_v0_1_chr1_snp_20260516	OBJ_GENE_00000016	GENE_BG_Os01g0106800	data_lt_2007__spkf	gene	dev	true	baseline:window_snp_density	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	77.66666667	78	true	true	5	5	matched_background	false	false	true	dry-run adapter aggregation diagnostic only; not a formal metric
MSET_OBJ_GENE_00000016_baseline_window_snp_density_v0_1_chr1_snp_20260516	OBJ_GENE_00000016	GENE_BG_Os01g0107000	data_lt_2007__spkf	gene	dev	true	baseline:window_snp_density	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	77.66666667	78	true	true	5	5	matched_background	false	false	true	dry-run adapter aggregation diagnostic only; not a formal metric
MSET_OBJ_GENE_00000016_baseline_window_snp_density_v0_1_chr1_snp_20260516	OBJ_GENE_00000016	GENE_BG_Os01g0105800	data_lt_2007__spkf	gene	dev	true	baseline:window_snp_density	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	77.66666667	75	true	true	5	5	matched_background	false	false	true	dry-run adapter aggregation diagnostic only; not a formal metric
MSET_OBJ_GENE_00000016_baseline_window_snp_density_v0_1_chr1_snp_20260516	OBJ_GENE_00000016	GENE_BG_Os01g0105700	data_lt_2007__spkf	gene	dev	true	baseline:window_snp_density	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	77.66666667	75	true	true	5	5	matched_background	false	false	true	dry-run adapter aggregation diagnostic only; not a formal metric
MSET_OBJ_GENE_00000033_baseline_genomic_position_v0_1_chr1_snp_20260516	OBJ_GENE_00000033	GENE_BG_Os01g0118300	data_lt_2007__lsen	gene	dev	true	baseline:genomic_position	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	0.0202214545	0.0231102304	true	true	5	5	matched_background	false	false	true	dry-run adapter aggregation diagnostic only; not a formal metric
MSET_OBJ_GENE_00000033_baseline_genomic_position_v0_1_chr1_snp_20260516	OBJ_GENE_00000033	GENE_BG_Os01g0115900	data_lt_2007__lsen	gene	dev	true	baseline:genomic_position	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	0.0202214545	0.0190659441	true	true	5	5	matched_background	false	false	true	dry-run adapter aggregation diagnostic only; not a formal metric
MSET_OBJ_GENE_00000033_baseline_genomic_position_v0_1_chr1_snp_20260516	OBJ_GENE_00000033	GENE_BG_Os01g0115800	data_lt_2007__lsen	gene	dev	true	baseline:genomic_position	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	0.0202214545	0.0190659441	true	true	5	5	matched_background	false	false	true	dry-run adapter aggregation diagnostic only; not a formal metric
MSET_OBJ_GENE_00000033_baseline_genomic_position_v0_1_chr1_snp_20260516	OBJ_GENE_00000033	GENE_BG_Os01g0116800	data_lt_2007__lsen	gene	dev	true	baseline:genomic_position	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	0.0202214545	0.0202214545	true	true	5	5	matched_background	false	false	true	dry-run adapter aggregation diagnostic only; not a formal metric
MSET_OBJ_GENE_00000033_baseline_genomic_position_v0_1_chr1_snp_20260516	OBJ_GENE_00000033	GENE_BG_Os01g0116900	data_lt_2007__lsen	gene	dev	true	baseline:genomic_position	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	0.0202214545	0.02079920967	true	true	5	5	matched_background	false	false	true	dry-run adapter aggregation diagnostic only; not a formal metric
MSET_OBJ_GENE_00000033_baseline_random_uniform_v0_1_chr1_snp_20260516	OBJ_GENE_00000033	GENE_BG_Os01g0118300	data_lt_2007__lsen	gene	dev	true	baseline:random_uniform	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	0.5654438984	0.739339098	true	true	5	5	matched_background	false	false	true	dry-run adapter aggregation diagnostic only; not a formal metric
MSET_OBJ_GENE_00000033_baseline_random_uniform_v0_1_chr1_snp_20260516	OBJ_GENE_00000033	GENE_BG_Os01g0115900	data_lt_2007__lsen	gene	dev	true	baseline:random_uniform	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	0.5654438984	0.6175585132	true	true	5	5	matched_background	false	false	true	dry-run adapter aggregation diagnostic only; not a formal metric
MSET_OBJ_GENE_00000033_baseline_random_uniform_v0_1_chr1_snp_20260516	OBJ_GENE_00000033	GENE_BG_Os01g0115800	data_lt_2007__lsen	gene	dev	true	baseline:random_uniform	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	0.5654438984	0.6175585132	true	true	5	5	matched_background	false	false	true	dry-run adapter aggregation diagnostic only; not a formal metric
MSET_OBJ_GENE_00000033_baseline_random_uniform_v0_1_chr1_snp_20260516	OBJ_GENE_00000033	GENE_BG_Os01g0116800	data_lt_2007__lsen	gene	dev	true	baseline:random_uniform	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	0.5654438984	0.5654438984	true	true	5	5	matched_background	false	false	true	dry-run adapter aggregation diagnostic only; not a formal metric
MSET_OBJ_GENE_00000033_baseline_random_uniform_v0_1_chr1_snp_20260516	OBJ_GENE_00000033	GENE_BG_Os01g0116900	data_lt_2007__lsen	gene	dev	true	baseline:random_uniform	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	0.5654438984	0.560004418	true	true	5	5	matched_background	false	false	true	dry-run adapter aggregation diagnostic only; not a formal metric
MSET_OBJ_GENE_00000033_baseline_shuffled_trait_v0_1_chr1_snp_20260516	OBJ_GENE_00000033	GENE_BG_Os01g0118300	data_lt_2007__lsen	gene	dev	true	baseline:shuffled_trait	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	0	0	true	true	5	5	matched_background	false	false	true	dry-run adapter aggregation diagnostic only; not a formal metric
MSET_OBJ_GENE_00000033_baseline_shuffled_trait_v0_1_chr1_snp_20260516	OBJ_GENE_00000033	GENE_BG_Os01g0115900	data_lt_2007__lsen	gene	dev	true	baseline:shuffled_trait	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	0	0	true	true	5	5	matched_background	false	false	true	dry-run adapter aggregation diagnostic only; not a formal metric
MSET_OBJ_GENE_00000033_baseline_shuffled_trait_v0_1_chr1_snp_20260516	OBJ_GENE_00000033	GENE_BG_Os01g0115800	data_lt_2007__lsen	gene	dev	true	baseline:shuffled_trait	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	0	0	true	true	5	5	matched_background	false	false	true	dry-run adapter aggregation diagnostic only; not a formal metric
MSET_OBJ_GENE_00000033_baseline_shuffled_trait_v0_1_chr1_snp_20260516	OBJ_GENE_00000033	GENE_BG_Os01g0116800	data_lt_2007__lsen	gene	dev	true	baseline:shuffled_trait	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	0	0	true	true	5	5	matched_background	false	false	true	dry-run adapter aggregation diagnostic only; not a formal metric
MSET_OBJ_GENE_00000033_baseline_shuffled_trait_v0_1_chr1_snp_20260516	OBJ_GENE_00000033	GENE_BG_Os01g0116900	data_lt_2007__lsen	gene	dev	true	baseline:shuffled_trait	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	0	0	true	true	5	5	matched_background	false	false	true	dry-run adapter aggregation diagnostic only; not a formal metric
MSET_OBJ_GENE_00000033_baseline_window_snp_density_v0_1_chr1_snp_20260516	OBJ_GENE_00000033	GENE_BG_Os01g0118300	data_lt_2007__lsen	gene	dev	true	baseline:window_snp_density	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	106.5	142.6666667	true	true	5	5	matched_background	false	false	true	dry-run adapter aggregation diagnostic only; not a formal metric
MSET_OBJ_GENE_00000033_baseline_window_snp_density_v0_1_chr1_snp_20260516	OBJ_GENE_00000033	GENE_BG_Os01g0115900	data_lt_2007__lsen	gene	dev	true	baseline:window_snp_density	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	106.5	105.5	true	true	5	5	matched_background	false	false	true	dry-run adapter aggregation diagnostic only; not a formal metric
MSET_OBJ_GENE_00000033_baseline_window_snp_density_v0_1_chr1_snp_20260516	OBJ_GENE_00000033	GENE_BG_Os01g0115800	data_lt_2007__lsen	gene	dev	true	baseline:window_snp_density	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	106.5	105.5	true	true	5	5	matched_background	false	false	true	dry-run adapter aggregation diagnostic only; not a formal metric
MSET_OBJ_GENE_00000033_baseline_window_snp_density_v0_1_chr1_snp_20260516	OBJ_GENE_00000033	GENE_BG_Os01g0116800	data_lt_2007__lsen	gene	dev	true	baseline:window_snp_density	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	106.5	106.5	true	true	5	5	matched_background	false	false	true	dry-run adapter aggregation diagnostic only; not a formal metric
MSET_OBJ_GENE_00000033_baseline_window_snp_density_v0_1_chr1_snp_20260516	OBJ_GENE_00000033	GENE_BG_Os01g0116900	data_lt_2007__lsen	gene	dev	true	baseline:window_snp_density	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	106.5	114.3333333	true	true	5	5	matched_background	false	false	true	dry-run adapter aggregation diagnostic only; not a formal metric
MSET_OBJ_GENE_00000037_baseline_genomic_position_v0_1_chr1_snp_20260516	OBJ_GENE_00000037	GENE_BG_Os01g0124200	data_lt_2007__cult_code_repro	gene	dev	true	baseline:genomic_position	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	0.03062104775	0.0294655374	true	true	5	5	matched_background	false	false	true	dry-run adapter aggregation diagnostic only; not a formal metric
MSET_OBJ_GENE_00000037_baseline_genomic_position_v0_1_chr1_snp_20260516	OBJ_GENE_00000037	GENE_BG_Os01g0125800	data_lt_2007__cult_code_repro	gene	dev	true	baseline:genomic_position	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	0.03062104775	0.0317765581	true	true	5	5	matched_background	false	false	true	dry-run adapter aggregation diagnostic only; not a formal metric
MSET_OBJ_GENE_00000037_baseline_genomic_position_v0_1_chr1_snp_20260516	OBJ_GENE_00000037	GENE_BG_Os01g0127000	data_lt_2007__cult_code_repro	gene	dev	true	baseline:genomic_position	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	0.03062104775	0.0329320685	true	true	5	5	matched_background	false	false	true	dry-run adapter aggregation diagnostic only; not a formal metric
MSET_OBJ_GENE_00000037_baseline_genomic_position_v0_1_chr1_snp_20260516	OBJ_GENE_00000037	GENE_BG_Os01g0127200	data_lt_2007__cult_code_repro	gene	dev	true	baseline:genomic_position	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	0.03062104775	0.03350982367	true	true	5	5	matched_background	false	false	true	dry-run adapter aggregation diagnostic only; not a formal metric
MSET_OBJ_GENE_00000037_baseline_genomic_position_v0_1_chr1_snp_20260516	OBJ_GENE_00000037	GENE_BG_Os01g0127500	data_lt_2007__cult_code_repro	gene	dev	true	baseline:genomic_position	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	0.03062104775	0.03408757885	true	true	5	5	matched_background	false	false	true	dry-run adapter aggregation diagnostic only; not a formal metric
MSET_OBJ_GENE_00000037_baseline_random_uniform_v0_1_chr1_snp_20260516	OBJ_GENE_00000037	GENE_BG_Os01g0124200	data_lt_2007__cult_code_repro	gene	dev	true	baseline:random_uniform	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	0.4971594261	0.5581367017	true	true	5	5	matched_background	false	false	true	dry-run adapter aggregation diagnostic only; not a formal metric
MSET_OBJ_GENE_00000037_baseline_random_uniform_v0_1_chr1_snp_20260516	OBJ_GENE_00000037	GENE_BG_Os01g0125800	data_lt_2007__cult_code_repro	gene	dev	true	baseline:random_uniform	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	0.4971594261	0.4026499601	true	true	5	5	matched_background	false	false	true	dry-run adapter aggregation diagnostic only; not a formal metric
MSET_OBJ_GENE_00000037_baseline_random_uniform_v0_1_chr1_snp_20260516	OBJ_GENE_00000037	GENE_BG_Os01g0127000	data_lt_2007__cult_code_repro	gene	dev	true	baseline:random_uniform	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	0.4971594261	0.2718474041	true	true	5	5	matched_background	false	false	true	dry-run adapter aggregation diagnostic only; not a formal metric
