split_unit_id	split_unit_type	source_object_id	source_table	trait_id	object_type	chrom	start	end	gene_id	gene_symbol	variant_id	window_id	accession_id	decoy_pair_id	in_main_evaluation_candidate_pool	manual_review_required	broader_evidence	allowed_usage	notes	split_version
SU_ACC_ACC_0570	accession	ACC_0570	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0570	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0571	accession	ACC_0571	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0571	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0572	accession	ACC_0572	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0572	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0573	accession	ACC_0573	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0573	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0574	accession	ACC_0574	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0574	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0575	accession	ACC_0575	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0575	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0576	accession	ACC_0576	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0576	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0577	accession	ACC_0577	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0577	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0578	accession	ACC_0578	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0578	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0579	accession	ACC_0579	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0579	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0580	accession	ACC_0580	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0580	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0581	accession	ACC_0581	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0581	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0582	accession	ACC_0582	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0582	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0583	accession	ACC_0583	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0583	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0584	accession	ACC_0584	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0584	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0585	accession	ACC_0585	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0585	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0586	accession	ACC_0586	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0586	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0587	accession	ACC_0587	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0587	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0588	accession	ACC_0588	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0588	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0589	accession	ACC_0589	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0589	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0590	accession	ACC_0590	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0590	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0591	accession	ACC_0591	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0591	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0592	accession	ACC_0592	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0592	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0593	accession	ACC_0593	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0593	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0594	accession	ACC_0594	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0594	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0595	accession	ACC_0595	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0595	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0596	accession	ACC_0596	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0596	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0597	accession	ACC_0597	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0597	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0598	accession	ACC_0598	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0598	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0599	accession	ACC_0599	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0599	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0600	accession	ACC_0600	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0600	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0601	accession	ACC_0601	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0601	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0602	accession	ACC_0602	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0602	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0603	accession	ACC_0603	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0603	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0604	accession	ACC_0604	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0604	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0605	accession	ACC_0605	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0605	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0606	accession	ACC_0606	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0606	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0607	accession	ACC_0607	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0607	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0608	accession	ACC_0608	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0608	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0609	accession	ACC_0609	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0609	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0610	accession	ACC_0610	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0610	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0611	accession	ACC_0611	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0611	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0612	accession	ACC_0612	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0612	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0613	accession	ACC_0613	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0613	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0614	accession	ACC_0614	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0614	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0615	accession	ACC_0615	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0615	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0616	accession	ACC_0616	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0616	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0617	accession	ACC_0617	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0617	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0618	accession	ACC_0618	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0618	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0619	accession	ACC_0619	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0619	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0620	accession	ACC_0620	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0620	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0621	accession	ACC_0621	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0621	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0622	accession	ACC_0622	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0622	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0623	accession	ACC_0623	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0623	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0624	accession	ACC_0624	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0624	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0625	accession	ACC_0625	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0625	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0626	accession	ACC_0626	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0626	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0627	accession	ACC_0627	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0627	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0628	accession	ACC_0628	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0628	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0629	accession	ACC_0629	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0629	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0630	accession	ACC_0630	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0630	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0631	accession	ACC_0631	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0631	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0632	accession	ACC_0632	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0632	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0633	accession	ACC_0633	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0633	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0634	accession	ACC_0634	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0634	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0635	accession	ACC_0635	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0635	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0636	accession	ACC_0636	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0636	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0637	accession	ACC_0637	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0637	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0638	accession	ACC_0638	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0638	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0639	accession	ACC_0639	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0639	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0640	accession	ACC_0640	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0640	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0641	accession	ACC_0641	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0641	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0642	accession	ACC_0642	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0642	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0643	accession	ACC_0643	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0643	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0644	accession	ACC_0644	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0644	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0645	accession	ACC_0645	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0645	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0646	accession	ACC_0646	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0646	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0647	accession	ACC_0647	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0647	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0648	accession	ACC_0648	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0648	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0649	accession	ACC_0649	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0649	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0650	accession	ACC_0650	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0650	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0651	accession	ACC_0651	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0651	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0652	accession	ACC_0652	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0652	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0653	accession	ACC_0653	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0653	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0654	accession	ACC_0654	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0654	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
