dry_run_score_id	score_table_name	score_source	score_version	score_level	trait_id	variant_id	window_id	object_id	score	score_direction	split_version	matched_to_evaluator_object	matched_to_decoy	notes	scaffold_version
DRY_WINDOW_0000000012	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_17300001_17400000	NA	0.9844919659	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000013	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_25900001_26000000	NA	0.9832757823	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000014	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_19550001_19650000	NA	0.9832378667	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000015	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_8600001_8700000	NA	0.982668111	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000016	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_42500001_42600000	NA	0.9824445971	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000017	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_39950001_40050000	OBJ_WINDOW_00081813	0.9823829294	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	true	baseline score joins matched background decoy; dry-run only and not true negative	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000018	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_11300001_11400000	NA	0.9816268379	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000019	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_37200001_37300000	OBJ_WINDOW_00081777	0.9810849246	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	true	false	baseline score joins evaluator object; dry-run only	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000020	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_9250001_9350000	NA	0.9805735563	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000021	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_3900001_4000000	NA	0.9804298192	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000022	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_30350001_30450000	NA	0.979903125	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000023	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_9350001_9450000	NA	0.9782654944	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000024	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_850001_950000	NA	0.9759356751	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000025	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_34750001_34850000	OBJ_WINDOW_00081728	0.9758903407	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	true	false	baseline score joins evaluator object; dry-run only	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000026	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_38250001_38350000	OBJ_WINDOW_00081798	0.9751934813	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	true	false	baseline score joins evaluator object; dry-run only	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000027	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_3600001_3700000	NA	0.9747900112	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000028	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_24450001_24550000	OBJ_WINDOW_00081710	0.9720317171	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	true	false	baseline score joins evaluator object; dry-run only	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000029	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_23100001_23200000	OBJ_WINDOW_00081700	0.9716213517	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	true	baseline score joins matched background decoy; dry-run only and not true negative	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000030	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_14200001_14300000	NA	0.9683798328	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000031	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_42000001_42100000	NA	0.9678361523	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000032	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_1000001_1100000	NA	0.9667130264	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000033	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_20600001_20700000	NA	0.9630145699	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000034	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_17800001_17900000	NA	0.9605715474	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000035	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_34950001_35050000	OBJ_WINDOW_00081732	0.9590475848	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	true	false	baseline score joins evaluator object; dry-run only	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000036	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_17700001_17800000	NA	0.9588366607	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000037	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_2300001_2400000	NA	0.9571549564	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000038	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_1400001_1500000	NA	0.9536363022	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000039	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_6300001_6400000	NA	0.9524506029	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000040	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_21150001_21250000	NA	0.950959599	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000041	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_31100001_31200000	OBJ_WINDOW_00081764	0.949003051	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	true	baseline score joins matched background decoy; dry-run only and not true negative	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000042	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_29950001_30050000	NA	0.9469255579	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000043	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_30400001_30500000	NA	0.9456527282	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000044	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_38500001_38600000	OBJ_WINDOW_00081803	0.9449980428	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	true	false	baseline score joins evaluator object; dry-run only	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000045	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_34350001_34450000	OBJ_WINDOW_00081720	0.9446276678	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	true	false	baseline score joins evaluator object; dry-run only	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000046	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_29700001_29800000	NA	0.9435906742	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000047	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_40650001_40750000	OBJ_WINDOW_00081813	0.9433094693	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	true	baseline score joins matched background decoy; dry-run only and not true negative	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000048	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_41350001_41450000	NA	0.9431393623	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000049	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_4950001_5050000	NA	0.94207802	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000050	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_5450001_5550000	NA	0.9419659764	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000051	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_31350001_31450000	OBJ_WINDOW_00081760	0.9415994314	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	true	baseline score joins matched background decoy; dry-run only and not true negative	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000052	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_41100001_41200000	NA	0.9393855107	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000053	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_6000001_6100000	NA	0.9392634523	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000054	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_6450001_6550000	NA	0.9386890806	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000055	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_23900001_24000000	OBJ_WINDOW_00081699	0.9384292415	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	true	false	baseline score joins evaluator object; dry-run only	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000056	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_16650001_16750000	NA	0.9363439214	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000057	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_14900001_15000000	NA	0.9362777453	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000058	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_14450001_14550000	NA	0.9362083512	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000059	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_37500001_37600000	OBJ_WINDOW_00081783	0.9357607912	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	true	false	baseline score joins evaluator object; dry-run only	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000060	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_41600001_41700000	OBJ_WINDOW_00081791	0.934332446	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	true	baseline score joins matched background decoy; dry-run only and not true negative	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000061	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_19150001_19250000	NA	0.9318612185	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000062	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_4800001_4900000	NA	0.9309441585	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000063	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_29400001_29500000	NA	0.9302281593	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000064	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_9950001_10050000	NA	0.9302223764	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000065	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_34100001_34200000	OBJ_WINDOW_00081798	0.929200296	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	true	baseline score joins matched background decoy; dry-run only and not true negative	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000066	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_25600001_25700000	NA	0.9265891286	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000067	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_2900001_3000000	NA	0.9254112132	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000068	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_43050001_43150000	NA	0.9250728098	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000069	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_7200001_7300000	NA	0.9246007773	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000070	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_3200001_3300000	NA	0.9244301592	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000071	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_3050001_3150000	NA	0.9237603998	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000072	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_28650001_28750000	NA	0.9229520637	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000073	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_30950001_31050000	OBJ_WINDOW_00081732	0.9219747065	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	true	baseline score joins matched background decoy; dry-run only and not true negative	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000074	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_41050001_41150000	NA	0.9218036328	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000075	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_35050001_35150000	OBJ_WINDOW_00081734	0.9210151643	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	true	false	baseline score joins evaluator object; dry-run only	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000076	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_25200001_25300000	NA	0.9181130783	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000077	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_18100001_18200000	NA	0.9155735298	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000078	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_19350001_19450000	NA	0.9152202971	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000079	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_26700001_26800000	NA	0.9141789631	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000080	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_14100001_14200000	NA	0.9114737077	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000081	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_8450001_8550000	NA	0.9085131622	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
