evaluator_object_id	object_id	trait_id	object_type	evidence_id	evidence_source	evidence_level	chrom	start	end	gene_id	gene_symbol	variant_id	window_id	assigned_split	assigned_role	prototype_locked_not_final	in_main_evaluation_candidate_pool	manual_review_required	broader_evidence	has_matched_decoy	n_matched_decoys	notes	scaffold_version
EOBJ_00000011	OBJ_GENE_00000100	data_lt_2007__spkf	gene	KGE_00000100	RAP-DB JSON	gene_level	1	3343531	3355066	Os01g0164800	BRCA2, OsBRCA2	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000012	OBJ_GENE_00000103	data_lt_2007__spkf	gene	KGE_00000103	RAP-DB JSON	gene_level	1	3456869	3464965	Os01g0167700	AGG1, HEIP1, OsHEIP1, OsAGG1, OsAGG1.1, OsAGG1.2	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000013	OBJ_GENE_00000116	data_lt_2007__cult_code_repro	gene	KGE_00000116	RAP-DB JSON	gene_level	1	4003659	4004887	Os01g0177400	D18, d18, d18-h  (d18-I, d18h), dwf15, d25, d18-k, d18-AD, d18-dy, OsGA3ox2, ga3ox2, OsGA3OX2, GA3OX2, GA3ox-2, OsGA3ox-2, GA3ox1	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000014	OBJ_GENE_00000117	data_lt_2007__cult_code_repro	gene	KGE_00000117	RAP-DB JSON	gene_level	1	4033949	4043431	Os01g0177900	PDR6, OsPDR6, OsABCG31, OsABCG31_1	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000015	OBJ_GENE_00000118	data_lt_2007__cult_code_repro	gene	KGE_00000118	RAP-DB JSON	gene_level	1	4051885	4057571	Os01g0178000	DNR1, OsDNR1	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000016	OBJ_GENE_00000133	data_lt_2007__lsen	gene	KGE_00000133	RAP-DB JSON	gene_level	1	4572446	4573421	Os01g0186000	WRKY10, OsWRKY10	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000017	OBJ_GENE_00000140	data_lt_2007__cult_code_repro	gene	KGE_00000140	RAP-DB JSON	gene_level	1	4879909	4885840	Os01g0191300	ONAC003, ONAC3, ONAC016, ONAC16, SNAC3, OsSND3, SND3, OsNAC006, NAC006, ONAC066	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000018	OBJ_GENE_00000141	data_lt_2007__cult_code_repro	gene	KGE_00000141	RAP-DB JSON	gene_level	1	4879873	4885840	Os01g0191300	ONAC003, ONAC3, ONAC016, ONAC16, SNAC3, OsSND3, SND3, OsNAC006, NAC006, ONAC066	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000019	OBJ_GENE_00000142	data_lt_2007__cult_code_repro	gene	KGE_00000142	RAP-DB JSON	gene_level	1	4879215	4885839	Os01g0191300	OsNAC006, NAC006, ONAC003, ONAC3, ONAC016, ONAC16, SNAC3, OsSND3, SND3, ONAC066	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000020	OBJ_GENE_00000148	data_lt_2007__cult_code_repro	gene	KGE_00000148	RAP-DB JSON	gene_level	1	5060605	5065209	Os01g0194300	NH1, OsNH1, OsNPR1, NPR1, OsNPR1/NH1, OsPR2, PR2, DLN5, OsDLN5, OsBTBA1, BTBA1	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000021	OBJ_GENE_00000149	data_lt_2007__cult_code_repro	gene	KGE_00000149	RAP-DB JSON	gene_level	1	5099555	5102080	Os01g0195000	IDD2, OsIDD2, ZOS1-04, OsZOS1-04	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000022	OBJ_GENE_00000153	data_lt_2007__cult_code_repro	gene	KGE_00000153	RAP-DB JSON	gene_level	1	5270449	5275585	Os01g0197700	GN1A, Gn1a, OsCKX2, CKX2, ckx2, Gn1a/OsCKX2, Os CKX2, CKX2/Gn1a	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000023	OBJ_GENE_00000158	data_lt_2007__spkf	gene	KGE_00000158	RAP-DB JSON	gene_level	1	5540631	5541520	Os01g0201400	RALF3, OsRALF17, RALF17, OsRALF-3, RALF-3, OsRALF3	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000024	OBJ_GENE_00000159	data_lt_2007__cult_code_repro	gene	KGE_00000159	RAP-DB JSON	gene_level	1	5549651	5551003	Os01g0201600	GAE1, OsGAE1	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000025	OBJ_GENE_00000163	data_lt_2007__cult_code_repro	gene	KGE_00000163	RAP-DB JSON	gene_level	1	5731513	5734532	Os01g0204300	SRK1, OsSRK1	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000026	OBJ_GENE_00000165	data_lt_2007__cult_code_repro	gene	KGE_00000165	RAP-DB JSON	gene_level	1	5774293	5778466	Os01g0205700	GSK1, OsGSK1, Os GSK1, OsSK21, OsSK21/OsGSK1, SK21	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000027	OBJ_GENE_00000169	data_lt_2007__cult_code_repro	gene	KGE_00000169	RAP-DB JSON	gene_level	1	5968819	5972489	Os01g0209700	GA2OX7, GA2ox7, OsGA2ox7	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000028	OBJ_GENE_00000175	data_lt_2007__spkf	gene	KGE_00000175	RAP-DB JSON	gene_level	1	6444246	6456068	Os01g0218032	TA2, ROS1A, ROS1, ROS1a, OsROS1, DME1, OsROS1A, mOsROS1, ROS1A/DNG702, DNG702, OsDNG702	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000029	OBJ_GENE_00000185	data_lt_2007__lsen	gene	KGE_00000185	RAP-DB JSON	gene_level	1	6766511	6770164	Os01g0223600	SRLK, OsSRLK, OsPRK	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000030	OBJ_GENE_00000194	data_lt_2007__lsen	gene	KGE_00000194	RAP-DB JSON	gene_level	1	7024297	7030591	Os01g0227100	NYC1, nyc1, OsNYC1	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000031	OBJ_GENE_00000205	data_lt_2007__spkf	gene	KGE_00000205	RAP-DB JSON	gene_level	1	7385895	7388164	Os01g0233400	HWE2, hwe2, OsEAF6, EAF6, OsHWE2, OsEAF6/HWE2, HWS1, OsHWS1	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000032	OBJ_GENE_00000217	data_lt_2007__cult_code_repro	gene	KGE_00000217	RAP-DB JSON	gene_level	1	8196083	8197096	Os01g0248900	EXPA8, OsEXPA8, OsEXP8, osaEXPa1.17	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000033	OBJ_GENE_00000231	data_lt_2007__spkf	gene	KGE_00000231	RAP-DB JSON	gene_level	1	8657066	8658466	Os01g0258600	DPL1	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000034	OBJ_GENE_00000237	data_lt_2007__spkf	gene	KGE_00000237	RAP-DB JSON	gene_level	1	8792650	8797358	Os01g0261200	NAC8, OsNTL3, NTL3, OsNAC8, ONAC074, ONAC74, NAC74, OsNAC74, OsNAC8/ONAC074	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000035	OBJ_GENE_00000252	data_lt_2007__spkf	gene	KGE_00000252	RAP-DB JSON	gene_level	1	9567528	9569192	Os01g0274800	CSA, csa, OsCSA, MYB2-5, OsMYB2-5	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000036	OBJ_GENE_00000255	data_lt_2007__cult_code_repro	gene	KGE_00000255	RAP-DB JSON	gene_level	1	9679828	9680883	Os01g0276300	LEA1B, OsLEA1b, LEA1b, OsEnS-4	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000037	OBJ_GENE_00000256	data_lt_2007__spkf	gene	KGE_00000256	RAP-DB JSON	gene_level	1	9694494	9699817	Os01g0276700	OsPK5, PK5, PK	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000038	OBJ_GENE_00000276	data_lt_2007__cult_code_repro	gene	KGE_00000276	RAP-DB JSON	gene_level	1	10622951	10627532	Os01g0292200	CIPK01, CIPK1, OsCIPK01, OsCIPK1, OsSnRK3.3, SnRK3.3	NA	NA	source_disjoint_or_temporal	source_disjoint_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000039	OBJ_GENE_00000279	data_lt_2007__spkf	gene	KGE_00000279	RAP-DB JSON	gene_level	1	10664792	10666903	Os01g0293100	BHLH142, OsbHLH142, bHLH142, TIP2, OsTIP2, TIP2/TDR/bHLH142	NA	NA	source_disjoint_or_temporal	source_disjoint_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000040	OBJ_GENE_00000281	data_lt_2007__cult_code_repro	gene	KGE_00000281	RAP-DB JSON	gene_level	1	10830045	10831911	Os01g0296200	PSL1, OsPGL13, PGL13, OsPSL1, OsPG1, PG1, LTN-212	NA	NA	source_disjoint_or_temporal	source_disjoint_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000041	OBJ_GENE_00000290	data_lt_2007__cult_code_repro	gene	KGE_00000290	RAP-DB JSON	gene_level	1	11458956	11463442	Os01g0307500	SKC1, OsHKT1;5, HKT1;5, OsHKT8, HKT8, Os-HKT1;5, qSKC-1(t), OsSKC1	NA	NA	source_disjoint_or_temporal	source_disjoint_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000042	OBJ_GENE_00000295	data_lt_2007__lsen	gene	KGE_00000295	RAP-DB JSON	gene_level	1	11906864	11910915	Os01g0315800	UXS2, OsUXS2, UXS-2, Osl381, l381	NA	NA	source_disjoint_or_temporal	source_disjoint_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000043	OBJ_GENE_00000297	data_lt_2007__fla_repro	gene	KGE_00000297	RAP-DB JSON	gene_level	1	12301586	12302556	Os01g0322700	MIR408, miR408, OsmiR408, osa-MIR408osa-miR408 osa-miR408-3p osa-miR408-5p, OsMIR408	NA	NA	source_disjoint_or_temporal	source_disjoint_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000044	OBJ_GENE_00000302	data_lt_2007__cult_code_repro	gene	KGE_00000302	RAP-DB JSON	gene_level	1	12875498	12885479	Os01g0332200	GA2OX2, OsGA2ox2, ga2ox 2, OsGA2ox-2	NA	NA	source_disjoint_or_temporal	source_disjoint_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000045	OBJ_GENE_00000313	data_lt_2007__spkf	gene	KGE_00000313	RAP-DB JSON	gene_level	1	14012515	14019465	Os01g0350900	VIP2, IPI1, RIP1, OsVIP2, OsIPI1, OsRIP1, OsRING103, RING103	NA	NA	source_disjoint_or_temporal	source_disjoint_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000046	OBJ_GENE_00000315	data_lt_2007__cult_code_repro	gene	KGE_00000315	RAP-DB JSON	gene_level	1	14328827	14333206	Os01g0355900	ELS1, OsELS1, OsELS1.1	NA	NA	source_disjoint_or_temporal	source_disjoint_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000047	OBJ_GENE_00000316	data_lt_2007__cult_code_repro	gene	KGE_00000316	RAP-DB JSON	gene_level	1	14328622	14333284	Os01g0355900	ELS1, OsELS1, OsELS1.2	NA	NA	source_disjoint_or_temporal	source_disjoint_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000048	OBJ_GENE_00000317	data_lt_2007__cult_code_repro	gene	KGE_00000317	RAP-DB JSON	gene_level	1	14330040	14333284	Os01g0355900	ELS1, OsELS1, OsELS1.3	NA	NA	source_disjoint_or_temporal	source_disjoint_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000049	OBJ_GENE_00000319	data_lt_2007__cult_code_repro	gene	KGE_00000319	RAP-DB JSON	gene_level	1	14444478	14445110	Os01g0356951	ESP, OsESP	NA	NA	source_disjoint_or_temporal	source_disjoint_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000050	OBJ_GENE_00000346	data_lt_2007__cult_code_repro	gene	KGE_00000346	RAP-DB JSON	gene_level	1	17904834	17910037	Os01g0510100	MKK6, OsMKK6, OsMEK1, MEK1, OsMAPKK6, MAPKK6, OsMPKK6, MPKK6, OsMAP1, MAP1	NA	NA	source_disjoint_or_temporal	source_disjoint_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000051	OBJ_GENE_00000355	data_lt_2007__spkf	gene	KGE_00000355	RAP-DB JSON	gene_level	1	18394382	18401686	Os01g0518500	GH27, OsAPSE, APSE, OsGH27	NA	NA	source_disjoint_or_temporal	source_disjoint_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000052	OBJ_GENE_00000359	data_lt_2007__spkf	gene	KGE_00000359	RAP-DB JSON	gene_level	1	18720879	18723104	Os01g0524100	ESA1, OsESA1	NA	NA	source_disjoint_or_temporal	source_disjoint_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000053	OBJ_GENE_00000366	data_lt_2007__lsen	gene	KGE_00000366	RAP-DB JSON	gene_level	1	19959667	19961939	Os01g0541800	SWEET2A, SWEET2a, OsSWEET2a	NA	NA	source_disjoint_or_temporal	source_disjoint_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000054	OBJ_GENE_00000373	data_lt_2007__cult_code_repro	gene	KGE_00000373	RAP-DB JSON	gene_level	1	20489220	20501766	Os01g0549200	MORC6, MORC6C, OsMORC6, OsMORC6c	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000055	OBJ_GENE_00000374	data_lt_2007__cult_code_repro	gene	KGE_00000374	RAP-DB JSON	gene_level	1	20489219	20501819	Os01g0549200	MORC6, MORC6C, OsMORC6, OsMORC6c	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000056	OBJ_GENE_00000390	data_lt_2007__spkf	gene	KGE_00000390	RAP-DB JSON	gene_level	1	21719861	21722018	Os01g0567500	MST8, OsMST8, OSMST8, OsSTP8, STP8	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000057	OBJ_GENE_00000397	data_lt_2007__cult_code_repro	gene	KGE_00000397	RAP-DB JSON	gene_level	1	22088204	22091018	Os01g0574600	GLYR2, OsGR2, GR2, OsGLYR2	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000058	OBJ_GENE_00000406	data_lt_2007__spkf	gene	KGE_00000406	RAP-DB JSON	gene_level	1	22375575	22377307	Os01g0578500	SAF, SaF, OsFbox019, OsFbox19, Os_F0070, OsFBD1, FBD1	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000059	OBJ_GENE_00000407	data_lt_2007__spkf	gene	KGE_00000407	RAP-DB JSON	gene_level	1	22379143	22382500	Os01g0578700	SAM, SaM, SaM-	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000060	OBJ_GENE_00000408	data_lt_2007__spkf	gene	KGE_00000408	RAP-DB JSON	gene_level	1	22379143	22382540	Os01g0578700	SAM, SaM, SaM+	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000061	OBJ_GENE_00000430	data_lt_2007__cult_code_repro	gene	KGE_00000430	RAP-DB JSON	gene_level	1	23498445	23502375	Os01g0598200	CBL5, OsCBL5	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000062	OBJ_GENE_00000437	data_lt_2007__spkf	gene	KGE_00000437	RAP-DB JSON	gene_level	1	23938399	23949885	Os01g0607400	OsLUGL, LUGL, OsKKX, KKX, OsWD40-17	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000063	OBJ_GENE_00000443	data_lt_2007__cult_code_repro	gene	KGE_00000443	RAP-DB JSON	gene_level	1	24145891	24148846	Os01g0610400	SNAT3, OsSNAT3, HAG717, OsHAG717	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000064	OBJ_GENE_00000447	data_lt_2007__cult_code_repro	gene	KGE_00000447	RAP-DB JSON	gene_level	1	24296432	24299415	Os01g0612700	LOL2, OsLOL2, OsLOL5, LOL5, OsLSD5	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000065	OBJ_GENE_00000458	data_lt_2007__cult_code_repro	gene	KGE_00000458	RAP-DB JSON	gene_level	1	24703771	24708911	Os01g0620100	SEH1, OsSEH1, OsWD40-19, WD40-19	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000066	OBJ_GENE_00000465	data_lt_2007__cult_code_repro	gene	KGE_00000465	RAP-DB JSON	gene_level	1	24981269	24982666	Os01g0625900	OFP2, OsOFP2, OsOFP03	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000067	OBJ_GENE_00000466	data_lt_2007__cult_code_repro	gene	KGE_00000466	RAP-DB JSON	gene_level	1	25009514	25012233	Os01g0626400	WRKY11, OsWRKY11, Dlf1, OsWRKY11.1, OsWRKY11.2	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
