download_id	source_id	data_category	file_role	original_filename	local_path	download_url_or_access_method	access_method_type	download_command	download_status	file_size_bytes	checksum_sha256	download_started_at	download_finished_at	source_version	reference_build	notes
FD_RAW_0006	auto_discovered	auto_discovered	auto_discovered	aws_3kricegenome_snpseek_dl.txt	data/raw/listings/aws_3kricegenome_snpseek_dl.txt	unknown	unknown	fast_download_selected_data.sh --execute	downloaded	987	a9279f06b3e2d92a11d0971d82f0330f9c7c8f273e7a2368aaf62cb17b12edca		2026-05-15T17:54:27.460217+00:00	to_be_confirmed	to_be_confirmed	fast_download; source_id requires later curation
FD_RAW_0007	auto_discovered	auto_discovered	auto_discovered	aws_3kricegenome_snpseek_dl_core.txt	data/raw/listings/aws_3kricegenome_snpseek_dl_core.txt	unknown	unknown	fast_download_selected_data.sh --execute	downloaded	1490	9a1ad3ea4131c849ade1c8d43b29ea7723d066190007794fb6dedb895e1eb8d1		2026-05-15T17:54:27.460217+00:00	to_be_confirmed	to_be_confirmed	fast_download; source_id requires later curation
FD_RAW_0008	auto_discovered	auto_discovered	auto_discovered	aws_3kricegenome_snpseek_dl_phenotype.txt	data/raw/listings/aws_3kricegenome_snpseek_dl_phenotype.txt	unknown	unknown	fast_download_selected_data.sh --execute	downloaded	139	491c95a883f3f6186fd5e8c351ab7dc9fad7e1f5a7518ca0d9689978ef42437b		2026-05-15T17:54:27.460217+00:00	to_be_confirmed	to_be_confirmed	fast_download; source_id requires later curation
FD_RAW_0009	auto_discovered	auto_discovered	auto_discovered	aws_3kricegenome_snpseek_dl_recursive.txt	data/raw/listings/aws_3kricegenome_snpseek_dl_recursive.txt	unknown	unknown	fast_download_selected_data.sh --execute	downloaded	10536	e5e4bdf25fc90a4a4fc91abc135908a3e7eb1bec6e2f5710d10c79b65f660b12		2026-05-15T17:54:27.460217+00:00	to_be_confirmed	to_be_confirmed	fast_download; source_id requires later curation
FD_RAW_0010	auto_discovered	auto_discovered	auto_discovered	aws_3kricegenome_vcf.txt	data/raw/listings/aws_3kricegenome_vcf.txt	unknown	unknown	fast_download_selected_data.sh --execute	downloaded	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855		2026-05-15T17:54:27.460217+00:00	to_be_confirmed	to_be_confirmed	fast_download; source_id requires later curation
FD_CAND_AUTO_0017	SRC_3K_ACCESSION_METADATA_001	accession_metadata	metadata_or_description	3kRG_download.html	data/raw/metadata/3kRG_download.html	s3://3kricegenome/3kRG_download.html	s3	fast_download_selected_data.sh --execute	downloaded	48962	ae1c99212c3f0870d9ca10df0fdcbdcdc2922153d887f625f29e3574372265ee		2026-05-15T17:54:27.460217+00:00	to_be_confirmed	to_be_confirmed	fast_download
FD_CAND_AUTO_0018	SRC_3K_ACCESSION_METADATA_001	accession_metadata	metadata_or_description	3kRG_download_20240618.html	data/raw/metadata/3kRG_download_20240618.html	s3://3kricegenome/3kRG_download_20240618.html	s3	fast_download_selected_data.sh --execute	downloaded	48520	6eca51ca5b6914e9053e4678e5d261acdb6923bfee000dab84a602b281d12154		2026-05-15T17:54:27.460217+00:00	to_be_confirmed	to_be_confirmed	fast_download
FD_CAND_AUTO_0019	SRC_3K_ACCESSION_METADATA_001	accession_metadata	metadata_or_description	3kRG_download_20260223.html	data/raw/metadata/3kRG_download_20260223.html	s3://3kricegenome/3kRG_download_20260223.html	s3	fast_download_selected_data.sh --execute	downloaded	50092	927f21180c9f010e1a61bb6c8703510687460855ec239c69cb7677dba14fcda0		2026-05-15T17:54:27.460217+00:00	to_be_confirmed	to_be_confirmed	fast_download
FD_CAND_AUTO_0020	SRC_3K_ACCESSION_METADATA_001	accession_metadata	metadata_or_description	MANIFEST_original.txt	data/raw/metadata/MANIFEST_original.txt	s3://3kricegenome/MANIFEST_original.txt	s3	fast_download_selected_data.sh --execute	downloaded	2821381	5ab2225fee12215a6459b3c0f36d8bf11566a7bfffdbacdcdba5dd7ed69647c6		2026-05-15T17:54:27.460217+00:00	to_be_confirmed	to_be_confirmed	fast_download
FD_CAND_AUTO_0031	SRC_3K_ACCESSION_METADATA_001	accession_metadata	population_structure_matrix	Qmatrix-k9-3kRG.csv	data/raw/metadata/Qmatrix-k9-3kRG.csv	s3://3kricegenome/snpseek-dl/Qmatrix-k9-3kRG.csv	s3	fast_download_selected_data.sh --execute	downloaded	149762	cc5f74a3438b0a71cbad37ff8caff23eb21dbc66b05c843abf8ce8a5a03f88f2		2026-05-15T17:54:27.460217+00:00	to_be_confirmed	to_be_confirmed	fast_download
FD_CAND_AUTO_0021	SRC_3K_ACCESSION_METADATA_001	accession_metadata	metadata_or_description	README-1st-3kRG-Permissive-License.txt	data/raw/metadata/README-1st-3kRG-Permissive-License.txt	s3://3kricegenome/README-1st-3kRG-Permissive-License.txt	s3	fast_download_selected_data.sh --execute	downloaded	442	c3d087c38da83405fbae348d1c97fd9a8d10cc1d4be322bcaf949912357b6d9c		2026-05-15T17:54:27.460217+00:00	to_be_confirmed	to_be_confirmed	fast_download
FD_CAND_AUTO_0023	SRC_3K_ACCESSION_METADATA_001	accession_metadata	metadata_or_description	README-rice-reference-genomes-used.txt	data/raw/metadata/README-rice-reference-genomes-used.txt	s3://3kricegenome/README-rice-reference-genomes-used.txt	s3	fast_download_selected_data.sh --execute	downloaded	1108	f6f32b6571037c9ce8634f58e5bb69b3683947b0b2fea76f7e1b2633e13020b0		2026-05-15T17:54:27.460217+00:00	to_be_confirmed	to_be_confirmed	fast_download
FD_CAND_AUTO_0025	SRC_3K_ACCESSION_METADATA_001	accession_metadata	metadata_or_description	orig~3kRG_download.html	data/raw/metadata/orig~3kRG_download.html	s3://3kricegenome/orig~3kRG_download.html	s3	fast_download_selected_data.sh --execute	downloaded	14642	d04d75321b9068719e28a56dba6efcd9672c160b8d6ba467c79654cf871ee361		2026-05-15T17:54:27.460217+00:00	to_be_confirmed	to_be_confirmed	fast_download
FD_CAND_AUTO_0026	SRC_3K_ACCESSION_METADATA_001	accession_metadata	metadata_or_description	rvp_manifest_2.htm	data/raw/metadata/rvp_manifest_2.htm	s3://3kricegenome/rvp_manifest_2.htm	s3	fast_download_selected_data.sh --execute	downloaded	262883	7275e6d636b5e22dce313ec0457ce8ea5b0a5dacef4085537567e216086f0fed		2026-05-15T17:54:27.460217+00:00	to_be_confirmed	to_be_confirmed	fast_download
FD_CAND_REF_FASTA_GCF001433935	SRC_REF_IRGSP_FASTA_003	reference	reference_fasta	GCF_001433935.1_IRGSP-1.0_genomic.fna.gz	data/raw/reference/GCF_001433935.1_IRGSP-1.0_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/433/935/GCF_001433935.1_IRGSP-1.0/GCF_001433935.1_IRGSP-1.0_genomic.fna.gz	https	fast_download_selected_data.sh --execute	downloaded	118932090	4ea207c00c56e1393c6745d1cfbb6dbbaa64dab96f52e8bb2f60e8aaf216f34a		2026-05-15T17:54:27.460217+00:00	to_be_confirmed	IRGSP-1.0	fast_download
FD_CAND_REF_GFF_GCF001433935	SRC_REF_IRGSP_FASTA_003	annotation	reference_gff3	GCF_001433935.1_IRGSP-1.0_genomic.gff.gz	data/raw/reference/GCF_001433935.1_IRGSP-1.0_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/433/935/GCF_001433935.1_IRGSP-1.0/GCF_001433935.1_IRGSP-1.0_genomic.gff.gz	https	fast_download_selected_data.sh --execute	downloaded	10328864	f8a4b8d4e3fc11614c3808ce5fa603f05921f582a4535e70db65549692a344f7		2026-05-15T17:54:27.460217+00:00	to_be_confirmed	IRGSP-1.0	fast_download
FD_CAND_AUTO_0051	SRC_TRAIT_TABLE_003	trait_table	trait_phenotype_table	3kRG_PhenotypeData_v20170411.xlsx	data/raw/traits/3kRG_PhenotypeData_v20170411.xlsx	s3://3kricegenome/snpseek-dl/phenotype/3kRG_PhenotypeData_v20170411.xlsx	s3	fast_download_selected_data.sh --execute	downloaded	1135836	504432c6d27b4c688d855627ee7ba876535c4912ecfadd4ee360f7fe92308ec1		2026-05-15T17:54:27.460217+00:00	to_be_confirmed	to_be_confirmed	fast_download
FD_CAND_AUTO_0005	SRC_3K_INDEL_GENOTYPE_002	indel_genotype	indel_genotype	2pt3mio_3krg-indel-README.txt	data/raw/variants/indel/2pt3mio_3krg-indel-README.txt	s3://3kricegenome/reduced/2pt3mio_3krg-indel-README.txt	s3	fast_download_selected_data.sh --execute	downloaded	159	132a50eb480b45e150496a8128fdd95183b61eb43d8dc3a48278318828210e60		2026-05-15T17:54:27.460217+00:00	to_be_confirmed	Nipponbare / IRGSP-1.0	fast_download
FD_CAND_AUTO_0006	SRC_3K_INDEL_GENOTYPE_002	indel_genotype	indel_genotype	3krg-indel-README.txt	data/raw/variants/indel/3krg-indel-README.txt	s3://3kricegenome/reduced/3krg-indel-README.txt	s3	fast_download_selected_data.sh --execute	downloaded	159	132a50eb480b45e150496a8128fdd95183b61eb43d8dc3a48278318828210e60		2026-05-15T17:54:27.460217+00:00	to_be_confirmed	Nipponbare / IRGSP-1.0	fast_download
FD_CAND_AUTO_0012	SRC_3K_INDEL_GENOTYPE_002	indel_genotype	indel_genotype	Nipponbare_indel.bed.gz	data/raw/variants/indel/Nipponbare_indel.bed.gz	s3://3kricegenome/reduced/Nipponbare_indel.bed.gz	s3	fast_download_selected_data.sh --execute	downloaded	229492375	9eba756cfddce1c410dfb791bac972a5a72584ca6402aaded4d51d3ae10b6120		2026-05-15T17:54:27.460217+00:00	to_be_confirmed	Nipponbare / IRGSP-1.0	fast_download
FD_CAND_AUTO_0013	SRC_3K_INDEL_GENOTYPE_002	indel_genotype	indel_genotype	Nipponbare_indel.bim.gz	data/raw/variants/indel/Nipponbare_indel.bim.gz	s3://3kricegenome/reduced/Nipponbare_indel.bim.gz	s3	fast_download_selected_data.sh --execute	downloaded	21295453	eab06cf3a75ab102f42d7bab10345954ee14eff262db8d00cac5301bcab348e0		2026-05-15T17:54:27.460217+00:00	to_be_confirmed	Nipponbare / IRGSP-1.0	fast_download
FD_CAND_AUTO_0014	SRC_3K_INDEL_GENOTYPE_002	indel_genotype	indel_genotype	Nipponbare_indel.fam.gz	data/raw/variants/indel/Nipponbare_indel.fam.gz	s3://3kricegenome/reduced/Nipponbare_indel.fam.gz	s3	fast_download_selected_data.sh --execute	downloaded	16755	6a73f9213987526fbaf1c15f3a62f2f87b77f5e85b1e0b456c121c599c4f5475		2026-05-15T17:54:27.460217+00:00	to_be_confirmed	Nipponbare / IRGSP-1.0	fast_download
FD_CAND_AUTO_0004	SRC_3K_SNP_GENOTYPE_001	snp_genotype	snp_genotype	27m-snpEff-dstinct-GeneID.txt.gz	data/raw/variants/snp/27m-snpEff-dstinct-GeneID.txt.gz	s3://3kricegenome/reduced/27m-snpEff-dstinct-GeneID.txt.gz	s3	fast_download_selected_data.sh --execute	downloaded	63409175	f30a88064ae077e3a042443deea13ebc58d8cc94fe59250bb2ba1d48a7575974		2026-05-15T17:54:27.460217+00:00	to_be_confirmed	Nipponbare / IRGSP-1.0	fast_download
FD_CAND_AUTO_0028	SRC_3K_SNP_GENOTYPE_001	snp_genotype	snp_genotype	3K-HDRA-snp-comm-miss5pc.txt.gz	data/raw/variants/snp/3K-HDRA-snp-comm-miss5pc.txt.gz	s3://3kricegenome/snpseek-dl/3K-HDRA-snp-comm-miss5pc.txt.gz	s3	fast_download_selected_data.sh --execute	downloaded	598336	b32ba02ac7876748cf9441f2b2b325478d6422134d011b0e38a3dc0a6d9a0804		2026-05-15T17:54:27.460217+00:00	to_be_confirmed	Nipponbare / IRGSP-1.0	fast_download
FD_CAND_AUTO_0029	SRC_3K_SNP_GENOTYPE_001	snp_genotype	snp_genotype	3K_coreSNP-v2.1.plink.tar.gz	data/raw/variants/snp/3K_coreSNP-v2.1.plink.tar.gz	s3://3kricegenome/snpseek-dl/3K_coreSNP-v2.1.plink.tar.gz	s3	fast_download_selected_data.sh --execute	downloaded	485787981	88459595a684e12137a725954dbb4275f6e384a9bf6f48cebfb85f9804343898		2026-05-15T17:54:27.460217+00:00	to_be_confirmed	Nipponbare / IRGSP-1.0	fast_download
FD_CAND_AUTO_0034	SRC_3K_SNP_GENOTYPE_001	snp_genotype	snp_genotype	3k-core-v7-chr1.zip	data/raw/variants/snp/3k-core-v7-chr1.zip	s3://3kricegenome/snpseek-dl/3krg-base-filt-core-v0.7/3k-core-v7-chr1.zip	s3	fast_download_selected_data.sh --execute	downloaded	59071141	460b3328a0e165396978a133bc18c65b44dd0c29a172043b109d872a0b1aafd1		2026-05-15T17:54:27.460217+00:00	to_be_confirmed	Nipponbare / IRGSP-1.0	fast_download
FD_CAND_AUTO_0035	SRC_3K_SNP_GENOTYPE_001	snp_genotype	snp_genotype	3k-core-v7-chr10.zip	data/raw/variants/snp/3k-core-v7-chr10.zip	s3://3kricegenome/snpseek-dl/3krg-base-filt-core-v0.7/3k-core-v7-chr10.zip	s3	fast_download_selected_data.sh --execute	downloaded	33041384	2b5331a7062b8b9536d224b2c67cee5eddf1ba96e68ea9a3e35d43ade7d923f0		2026-05-15T17:54:27.460217+00:00	to_be_confirmed	Nipponbare / IRGSP-1.0	fast_download
FD_CAND_AUTO_0036	SRC_3K_SNP_GENOTYPE_001	snp_genotype	snp_genotype	3k-core-v7-chr11.zip	data/raw/variants/snp/3k-core-v7-chr11.zip	s3://3kricegenome/snpseek-dl/3krg-base-filt-core-v0.7/3k-core-v7-chr11.zip	s3	fast_download_selected_data.sh --execute	downloaded	65745039	fed489da3f7116f0507afebf88e2bda519b835a434032913a5561feb8c20ad16		2026-05-15T17:54:27.460217+00:00	to_be_confirmed	Nipponbare / IRGSP-1.0	fast_download
FD_CAND_AUTO_0037	SRC_3K_SNP_GENOTYPE_001	snp_genotype	snp_genotype	3k-core-v7-chr12.zip	data/raw/variants/snp/3k-core-v7-chr12.zip	s3://3kricegenome/snpseek-dl/3krg-base-filt-core-v0.7/3k-core-v7-chr12.zip	s3	fast_download_selected_data.sh --execute	downloaded	44034793	c8ec22d4d9868c50d15d1c2bd42f95af233fd768a09ce7b7684ed982aa496bb0		2026-05-15T17:54:27.460217+00:00	to_be_confirmed	Nipponbare / IRGSP-1.0	fast_download
FD_CAND_AUTO_0038	SRC_3K_SNP_GENOTYPE_001	snp_genotype	snp_genotype	3k-core-v7-chr2.zip	data/raw/variants/snp/3k-core-v7-chr2.zip	s3://3kricegenome/snpseek-dl/3krg-base-filt-core-v0.7/3k-core-v7-chr2.zip	s3	fast_download_selected_data.sh --execute	downloaded	55042722	343c91bef0b3f890c07acf552ab017c9187474720797087963b25c6b69ff73b9		2026-05-15T17:54:27.460217+00:00	to_be_confirmed	Nipponbare / IRGSP-1.0	fast_download
FD_CAND_AUTO_0039	SRC_3K_SNP_GENOTYPE_001	snp_genotype	snp_genotype	3k-core-v7-chr3.zip	data/raw/variants/snp/3k-core-v7-chr3.zip	s3://3kricegenome/snpseek-dl/3krg-base-filt-core-v0.7/3k-core-v7-chr3.zip	s3	fast_download_selected_data.sh --execute	downloaded	41723187	acf5b255fbe732e49b2c66f1e776e27128f673e1feaf27abee884045c0a2b183		2026-05-15T17:54:27.460217+00:00	to_be_confirmed	Nipponbare / IRGSP-1.0	fast_download
FD_CAND_AUTO_0040	SRC_3K_SNP_GENOTYPE_001	snp_genotype	snp_genotype	3k-core-v7-chr4.zip	data/raw/variants/snp/3k-core-v7-chr4.zip	s3://3kricegenome/snpseek-dl/3krg-base-filt-core-v0.7/3k-core-v7-chr4.zip	s3	fast_download_selected_data.sh --execute	downloaded	58818350	55d03211b4911eecae4ed71a9d7eb57a1c6d452bbf0b1c7c9607bb0204086780		2026-05-15T17:54:27.460217+00:00	to_be_confirmed	Nipponbare / IRGSP-1.0	fast_download
FD_CAND_AUTO_0041	SRC_3K_SNP_GENOTYPE_001	snp_genotype	snp_genotype	3k-core-v7-chr5.zip	data/raw/variants/snp/3k-core-v7-chr5.zip	s3://3kricegenome/snpseek-dl/3krg-base-filt-core-v0.7/3k-core-v7-chr5.zip	s3	fast_download_selected_data.sh --execute	downloaded	39129418	a4a0fd665123eaadafd85fa336df078d27ff0249b5f06711c86cc4a1fcd68b9a		2026-05-15T17:54:27.460217+00:00	to_be_confirmed	Nipponbare / IRGSP-1.0	fast_download
FD_CAND_AUTO_0042	SRC_3K_SNP_GENOTYPE_001	snp_genotype	snp_genotype	3k-core-v7-chr6.zip	data/raw/variants/snp/3k-core-v7-chr6.zip	s3://3kricegenome/snpseek-dl/3krg-base-filt-core-v0.7/3k-core-v7-chr6.zip	s3	fast_download_selected_data.sh --execute	downloaded	41780589	a2bdd7ec1e2f42ac485b9a5d068edf5156f66099f2e3aa80750b302f167c5922		2026-05-15T17:54:27.460217+00:00	to_be_confirmed	Nipponbare / IRGSP-1.0	fast_download
FD_CAND_AUTO_0043	SRC_3K_SNP_GENOTYPE_001	snp_genotype	snp_genotype	3k-core-v7-chr7.zip	data/raw/variants/snp/3k-core-v7-chr7.zip	s3://3kricegenome/snpseek-dl/3krg-base-filt-core-v0.7/3k-core-v7-chr7.zip	s3	fast_download_selected_data.sh --execute	downloaded	39750044	cc67e353dee7c7d20877e7d302554c819939e6218c425f432b6b155b3024bfb0		2026-05-15T17:54:27.460217+00:00	to_be_confirmed	Nipponbare / IRGSP-1.0	fast_download
FD_CAND_AUTO_0044	SRC_3K_SNP_GENOTYPE_001	snp_genotype	snp_genotype	3k-core-v7-chr8.zip	data/raw/variants/snp/3k-core-v7-chr8.zip	s3://3kricegenome/snpseek-dl/3krg-base-filt-core-v0.7/3k-core-v7-chr8.zip	s3	fast_download_selected_data.sh --execute	downloaded	50671238	2b622b00681d886e1016c0c1a6981e926ef925f940869b41196a8043bb8793ad		2026-05-15T17:54:27.460217+00:00	to_be_confirmed	Nipponbare / IRGSP-1.0	fast_download
FD_CAND_AUTO_0045	SRC_3K_SNP_GENOTYPE_001	snp_genotype	snp_genotype	3k-core-v7-chr9.zip	data/raw/variants/snp/3k-core-v7-chr9.zip	s3://3kricegenome/snpseek-dl/3krg-base-filt-core-v0.7/3k-core-v7-chr9.zip	s3	fast_download_selected_data.sh --execute	downloaded	33121770	89a5c964e34f09521757e3fd330899ac3b7b9c977e74d388a2ec360db10f78e8		2026-05-15T17:54:27.460217+00:00	to_be_confirmed	Nipponbare / IRGSP-1.0	fast_download
FD_CAND_AUTO_0052	SRC_3K_SNP_GENOTYPE_001	snp_genotype	snp_genotype	3kRG-newPrunedSNPset.txt	data/raw/variants/snp/3kRG-newPrunedSNPset.txt	s3://3kricegenome/snpseek-dl/3k-pruned-v2.1/3kRG-newPrunedSNPset.txt	s3	fast_download_selected_data.sh --execute	downloaded	721	918f21d24e628047a1cb9b2293f7dbff309c783da4224d8e50e7a4bb827c56ae		2026-05-15T17:54:27.460217+00:00	to_be_confirmed	Nipponbare / IRGSP-1.0	fast_download
FD_CAND_AUTO_0007	SRC_3K_SNP_GENOTYPE_001	snp_genotype	snp_genotype	990k_3krg-snp-README.txt	data/raw/variants/snp/990k_3krg-snp-README.txt	s3://3kricegenome/reduced/990k_3krg-snp-README.txt	s3	fast_download_selected_data.sh --execute	downloaded	370	b60dbed9c9941cab57907aded4d9f47af795b9c18f9ca7c08ae5c32776067596		2026-05-15T17:54:27.460217+00:00	to_be_confirmed	Nipponbare / IRGSP-1.0	fast_download
FD_CAND_AUTO_0008	SRC_3K_SNP_GENOTYPE_001	snp_genotype	snp_genotype	Filt_3krg-snp-README.txt	data/raw/variants/snp/Filt_3krg-snp-README.txt	s3://3kricegenome/reduced/Filt_3krg-snp-README.txt	s3	fast_download_selected_data.sh --execute	downloaded	426	28bcbb62178a8986fb8bc0bcf22620ea2ee65fe268d835790501599b5c101fd2		2026-05-15T17:54:27.460217+00:00	to_be_confirmed	Nipponbare / IRGSP-1.0	fast_download
FD_CAND_AUTO_0009	SRC_3K_SNP_GENOTYPE_001	snp_genotype	snp_genotype	NB-snp.frqx.gz	data/raw/variants/snp/NB-snp.frqx.gz	s3://3kricegenome/reduced/NB-snp.frqx.gz	s3	fast_download_selected_data.sh --execute	downloaded	271533001	63836b98080d2ab4a9aa7949f4c4075db1ef604decfc34cd72813a7728ed7cb4		2026-05-15T17:54:27.460217+00:00	to_be_confirmed	Nipponbare / IRGSP-1.0	fast_download
FD_CAND_AUTO_0010	SRC_3K_SNP_GENOTYPE_001	snp_genotype	snp_genotype	NB_bialSNP_pseudo.vcf.gz	data/raw/variants/snp/NB_bialSNP_pseudo.vcf.gz	s3://3kricegenome/reduced/NB_bialSNP_pseudo.vcf.gz	s3	fast_download_selected_data.sh --execute	downloaded	190651130	017c9945748e9de9b5558f84049de23f017dee792b171e2793ffc4c5033529dd		2026-05-15T17:54:27.460217+00:00	to_be_confirmed	Nipponbare / IRGSP-1.0	fast_download
FD_CAND_AUTO_0011	SRC_3K_SNP_GENOTYPE_001	snp_genotype	snp_genotype	NB_bialSNP_pseudo.vcf.gz.tbi	data/raw/variants/snp/NB_bialSNP_pseudo.vcf.gz.tbi	s3://3kricegenome/reduced/NB_bialSNP_pseudo.vcf.gz.tbi	s3	fast_download_selected_data.sh --execute	downloaded	273432	e5881d37443d359202e195d596f7dc28525a0ee9d3a9ae87e87f9c9b1b2c420c		2026-05-15T17:54:27.460217+00:00	to_be_confirmed	Nipponbare / IRGSP-1.0	fast_download
FD_CAND_AUTO_0030	SRC_3K_SNP_GENOTYPE_001	snp_genotype	snp_genotype	NB_bialSNP_pseudo_canonical_ALL.vcf.gz	data/raw/variants/snp/NB_bialSNP_pseudo_canonical_ALL.vcf.gz	s3://3kricegenome/snpseek-dl/NB_bialSNP_pseudo_canonical_ALL.vcf.gz	s3	fast_download_selected_data.sh --execute	downloaded	643561279	99b09bd142d541fded4ca4ce90161ab85530c8d5eea5b27a7f967f8d8fb8708a		2026-05-15T17:54:27.460217+00:00	to_be_confirmed	Nipponbare / IRGSP-1.0	fast_download
FD_CAND_AUTO_0015	SRC_3K_SNP_GENOTYPE_001	snp_genotype	snp_genotype	README-3kRG-SNP-v1-1.txt	data/raw/variants/snp/README-3kRG-SNP-v1-1.txt	s3://3kricegenome/reduced/README-3kRG-SNP-v1-1.txt	s3	fast_download_selected_data.sh --execute	downloaded	153	69c2543f05ea951b8ebc4f50597f3a9df644afa70ef7e3cbb3731ab1875c51f8		2026-05-15T17:54:27.460217+00:00	to_be_confirmed	Nipponbare / IRGSP-1.0	fast_download
FD_CAND_AUTO_0022	SRC_3K_SNP_GENOTYPE_001	snp_genotype	snp_genotype	README-3kRG-SNPs-Permissive-License.txt	data/raw/variants/snp/README-3kRG-SNPs-Permissive-License.txt	s3://3kricegenome/README-3kRG-SNPs-Permissive-License.txt	s3	fast_download_selected_data.sh --execute	downloaded	408	08d54afb3ecfed197c6bd5b6798421037f22a5fd33fd4ed01f9c484d0ca5a9f9		2026-05-15T17:54:27.460217+00:00	to_be_confirmed	Nipponbare / IRGSP-1.0	fast_download
