file_path	file_name	in_download_manifest	in_checksum_table	download_id	source_id	download_status	file_size_bytes	manifest_file_size_bytes	checksum_sha256	checksum_value	status	notes
data/raw/listings/aws_3kricegenome_snpseek_dl.txt	aws_3kricegenome_snpseek_dl.txt	yes	yes	FD_RAW_0006	auto_discovered	downloaded	987	987	a9279f06b3e2d92a11d0971d82f0330f9c7c8f273e7a2368aaf62cb17b12edca	a9279f06b3e2d92a11d0971d82f0330f9c7c8f273e7a2368aaf62cb17b12edca	registered	current audit only; does not mutate manifest/checksum table
data/raw/listings/aws_3kricegenome_snpseek_dl_core.txt	aws_3kricegenome_snpseek_dl_core.txt	yes	yes	FD_RAW_0007	auto_discovered	downloaded	1490	1490	9a1ad3ea4131c849ade1c8d43b29ea7723d066190007794fb6dedb895e1eb8d1	9a1ad3ea4131c849ade1c8d43b29ea7723d066190007794fb6dedb895e1eb8d1	registered	current audit only; does not mutate manifest/checksum table
data/raw/listings/aws_3kricegenome_snpseek_dl_phenotype.txt	aws_3kricegenome_snpseek_dl_phenotype.txt	yes	yes	FD_RAW_0008	auto_discovered	downloaded	139	139	491c95a883f3f6186fd5e8c351ab7dc9fad7e1f5a7518ca0d9689978ef42437b	491c95a883f3f6186fd5e8c351ab7dc9fad7e1f5a7518ca0d9689978ef42437b	registered	current audit only; does not mutate manifest/checksum table
data/raw/listings/aws_3kricegenome_snpseek_dl_recursive.txt	aws_3kricegenome_snpseek_dl_recursive.txt	yes	yes	FD_RAW_0009	auto_discovered	downloaded	10536	10536	e5e4bdf25fc90a4a4fc91abc135908a3e7eb1bec6e2f5710d10c79b65f660b12	e5e4bdf25fc90a4a4fc91abc135908a3e7eb1bec6e2f5710d10c79b65f660b12	registered	current audit only; does not mutate manifest/checksum table
data/raw/listings/aws_3kricegenome_snpseek_dl_recursive_full.txt	aws_3kricegenome_snpseek_dl_recursive_full.txt	no	no				10536				missing_checksum	current audit only; does not mutate manifest/checksum table
data/raw/listings/aws_3kricegenome_vcf.txt	aws_3kricegenome_vcf.txt	yes	yes	FD_RAW_0010	auto_discovered	downloaded	0	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	registered	current audit only; does not mutate manifest/checksum table
data/raw/metadata/3kRG_download.html	3kRG_download.html	yes	yes	FD_CAND_AUTO_0017	SRC_3K_ACCESSION_METADATA_001	downloaded	48962	48962	ae1c99212c3f0870d9ca10df0fdcbdcdc2922153d887f625f29e3574372265ee	ae1c99212c3f0870d9ca10df0fdcbdcdc2922153d887f625f29e3574372265ee	registered	current audit only; does not mutate manifest/checksum table
data/raw/metadata/3kRG_download_20240618.html	3kRG_download_20240618.html	yes	yes	FD_CAND_AUTO_0018	SRC_3K_ACCESSION_METADATA_001	downloaded	48520	48520	6eca51ca5b6914e9053e4678e5d261acdb6923bfee000dab84a602b281d12154	6eca51ca5b6914e9053e4678e5d261acdb6923bfee000dab84a602b281d12154	registered	current audit only; does not mutate manifest/checksum table
data/raw/metadata/3kRG_download_20260223.html	3kRG_download_20260223.html	yes	yes	FD_CAND_AUTO_0019	SRC_3K_ACCESSION_METADATA_001	downloaded	50092	50092	927f21180c9f010e1a61bb6c8703510687460855ec239c69cb7677dba14fcda0	927f21180c9f010e1a61bb6c8703510687460855ec239c69cb7677dba14fcda0	registered	current audit only; does not mutate manifest/checksum table
data/raw/metadata/MANIFEST_original.txt	MANIFEST_original.txt	yes	yes	FD_CAND_AUTO_0020	SRC_3K_ACCESSION_METADATA_001	downloaded	2821381	2821381	5ab2225fee12215a6459b3c0f36d8bf11566a7bfffdbacdcdba5dd7ed69647c6	5ab2225fee12215a6459b3c0f36d8bf11566a7bfffdbacdcdba5dd7ed69647c6	registered	current audit only; does not mutate manifest/checksum table
data/raw/metadata/Qmatrix-k9-3kRG.csv	Qmatrix-k9-3kRG.csv	yes	yes	FD_CAND_AUTO_0031	SRC_3K_ACCESSION_METADATA_001	downloaded	149762	149762	cc5f74a3438b0a71cbad37ff8caff23eb21dbc66b05c843abf8ce8a5a03f88f2	cc5f74a3438b0a71cbad37ff8caff23eb21dbc66b05c843abf8ce8a5a03f88f2	registered	current audit only; does not mutate manifest/checksum table
data/raw/metadata/README-1st-3kRG-Permissive-License.txt	README-1st-3kRG-Permissive-License.txt	yes	yes	FD_CAND_AUTO_0021	SRC_3K_ACCESSION_METADATA_001	downloaded	442	442	c3d087c38da83405fbae348d1c97fd9a8d10cc1d4be322bcaf949912357b6d9c	c3d087c38da83405fbae348d1c97fd9a8d10cc1d4be322bcaf949912357b6d9c	registered	current audit only; does not mutate manifest/checksum table
data/raw/metadata/README-rice-reference-genomes-used.txt	README-rice-reference-genomes-used.txt	yes	yes	FD_CAND_AUTO_0023	SRC_3K_ACCESSION_METADATA_001	downloaded	1108	1108	f6f32b6571037c9ce8634f58e5bb69b3683947b0b2fea76f7e1b2633e13020b0	f6f32b6571037c9ce8634f58e5bb69b3683947b0b2fea76f7e1b2633e13020b0	registered	current audit only; does not mutate manifest/checksum table
data/raw/metadata/orig~3kRG_download.html	orig~3kRG_download.html	yes	yes	FD_CAND_AUTO_0025	SRC_3K_ACCESSION_METADATA_001	downloaded	14642	14642	d04d75321b9068719e28a56dba6efcd9672c160b8d6ba467c79654cf871ee361	d04d75321b9068719e28a56dba6efcd9672c160b8d6ba467c79654cf871ee361	registered	current audit only; does not mutate manifest/checksum table
data/raw/metadata/rvp_manifest_2.htm	rvp_manifest_2.htm	yes	yes	FD_CAND_AUTO_0026	SRC_3K_ACCESSION_METADATA_001	downloaded	262883	262883	7275e6d636b5e22dce313ec0457ce8ea5b0a5dacef4085537567e216086f0fed	7275e6d636b5e22dce313ec0457ce8ea5b0a5dacef4085537567e216086f0fed	registered	current audit only; does not mutate manifest/checksum table
data/raw/reference/GCF_001433935.1_IRGSP-1.0_genomic.fna.gz	GCF_001433935.1_IRGSP-1.0_genomic.fna.gz	yes	yes	FD_CAND_REF_FASTA_GCF001433935	SRC_REF_IRGSP_FASTA_003	downloaded	118932090	118932090	4ea207c00c56e1393c6745d1cfbb6dbbaa64dab96f52e8bb2f60e8aaf216f34a	4ea207c00c56e1393c6745d1cfbb6dbbaa64dab96f52e8bb2f60e8aaf216f34a	registered	current audit only; does not mutate manifest/checksum table
data/raw/reference/GCF_001433935.1_IRGSP-1.0_genomic.gff.gz	GCF_001433935.1_IRGSP-1.0_genomic.gff.gz	yes	yes	FD_CAND_REF_GFF_GCF001433935	SRC_REF_IRGSP_FASTA_003	downloaded	10328864	10328864	f8a4b8d4e3fc11614c3808ce5fa603f05921f582a4535e70db65549692a344f7	f8a4b8d4e3fc11614c3808ce5fa603f05921f582a4535e70db65549692a344f7	registered	current audit only; does not mutate manifest/checksum table
data/raw/traits/3kRG_PhenotypeData_v20170411.xlsx	3kRG_PhenotypeData_v20170411.xlsx	yes	yes	FD_CAND_AUTO_0051	SRC_TRAIT_TABLE_003	downloaded	1135836	1135836	504432c6d27b4c688d855627ee7ba876535c4912ecfadd4ee360f7fe92308ec1	504432c6d27b4c688d855627ee7ba876535c4912ecfadd4ee360f7fe92308ec1	registered	current audit only; does not mutate manifest/checksum table
data/raw/variants/indel/2pt3mio_3krg-indel-README.txt	2pt3mio_3krg-indel-README.txt	yes	yes	FD_CAND_AUTO_0005	SRC_3K_INDEL_GENOTYPE_002	downloaded	159	159	132a50eb480b45e150496a8128fdd95183b61eb43d8dc3a48278318828210e60	132a50eb480b45e150496a8128fdd95183b61eb43d8dc3a48278318828210e60	registered	current audit only; does not mutate manifest/checksum table
data/raw/variants/indel/3krg-indel-README.txt	3krg-indel-README.txt	yes	yes	FD_CAND_AUTO_0006	SRC_3K_INDEL_GENOTYPE_002	downloaded	159	159	132a50eb480b45e150496a8128fdd95183b61eb43d8dc3a48278318828210e60	132a50eb480b45e150496a8128fdd95183b61eb43d8dc3a48278318828210e60	registered	current audit only; does not mutate manifest/checksum table
data/raw/variants/indel/Nipponbare_indel.bed.gz	Nipponbare_indel.bed.gz	yes	yes	FD_CAND_AUTO_0012	SRC_3K_INDEL_GENOTYPE_002	downloaded	229492375	229492375	9eba756cfddce1c410dfb791bac972a5a72584ca6402aaded4d51d3ae10b6120	9eba756cfddce1c410dfb791bac972a5a72584ca6402aaded4d51d3ae10b6120	registered	current audit only; does not mutate manifest/checksum table
data/raw/variants/indel/Nipponbare_indel.bim.gz	Nipponbare_indel.bim.gz	yes	yes	FD_CAND_AUTO_0013	SRC_3K_INDEL_GENOTYPE_002	downloaded	21295453	21295453	eab06cf3a75ab102f42d7bab10345954ee14eff262db8d00cac5301bcab348e0	eab06cf3a75ab102f42d7bab10345954ee14eff262db8d00cac5301bcab348e0	registered	current audit only; does not mutate manifest/checksum table
data/raw/variants/indel/Nipponbare_indel.fam.gz	Nipponbare_indel.fam.gz	yes	yes	FD_CAND_AUTO_0014	SRC_3K_INDEL_GENOTYPE_002	downloaded	16755	16755	6a73f9213987526fbaf1c15f3a62f2f87b77f5e85b1e0b456c121c599c4f5475	6a73f9213987526fbaf1c15f3a62f2f87b77f5e85b1e0b456c121c599c4f5475	registered	current audit only; does not mutate manifest/checksum table
data/raw/variants/snp/27m-snpEff-dstinct-GeneID.txt.gz	27m-snpEff-dstinct-GeneID.txt.gz	yes	yes	FD_CAND_AUTO_0004	SRC_3K_SNP_GENOTYPE_001	downloaded	63409175	63409175	f30a88064ae077e3a042443deea13ebc58d8cc94fe59250bb2ba1d48a7575974	f30a88064ae077e3a042443deea13ebc58d8cc94fe59250bb2ba1d48a7575974	registered	current audit only; does not mutate manifest/checksum table
data/raw/variants/snp/3K-HDRA-snp-comm-miss5pc.txt.gz	3K-HDRA-snp-comm-miss5pc.txt.gz	yes	yes	FD_CAND_AUTO_0028	SRC_3K_SNP_GENOTYPE_001	downloaded	598336	598336	b32ba02ac7876748cf9441f2b2b325478d6422134d011b0e38a3dc0a6d9a0804	b32ba02ac7876748cf9441f2b2b325478d6422134d011b0e38a3dc0a6d9a0804	registered	current audit only; does not mutate manifest/checksum table
data/raw/variants/snp/3K_coreSNP-v2.1.plink.tar.gz	3K_coreSNP-v2.1.plink.tar.gz	yes	yes	FD_CAND_AUTO_0029	SRC_3K_SNP_GENOTYPE_001	downloaded	485787981	485787981	88459595a684e12137a725954dbb4275f6e384a9bf6f48cebfb85f9804343898	88459595a684e12137a725954dbb4275f6e384a9bf6f48cebfb85f9804343898	registered	current audit only; does not mutate manifest/checksum table
data/raw/variants/snp/3k-core-v7-chr1.zip	3k-core-v7-chr1.zip	yes	yes	FD_CAND_AUTO_0034	SRC_3K_SNP_GENOTYPE_001	downloaded	59071141	59071141	460b3328a0e165396978a133bc18c65b44dd0c29a172043b109d872a0b1aafd1	460b3328a0e165396978a133bc18c65b44dd0c29a172043b109d872a0b1aafd1	registered	current audit only; does not mutate manifest/checksum table
data/raw/variants/snp/3k-core-v7-chr10.zip	3k-core-v7-chr10.zip	yes	yes	FD_CAND_AUTO_0035	SRC_3K_SNP_GENOTYPE_001	downloaded	33041384	33041384	2b5331a7062b8b9536d224b2c67cee5eddf1ba96e68ea9a3e35d43ade7d923f0	2b5331a7062b8b9536d224b2c67cee5eddf1ba96e68ea9a3e35d43ade7d923f0	registered	current audit only; does not mutate manifest/checksum table
data/raw/variants/snp/3k-core-v7-chr11.zip	3k-core-v7-chr11.zip	yes	yes	FD_CAND_AUTO_0036	SRC_3K_SNP_GENOTYPE_001	downloaded	65745039	65745039	fed489da3f7116f0507afebf88e2bda519b835a434032913a5561feb8c20ad16	fed489da3f7116f0507afebf88e2bda519b835a434032913a5561feb8c20ad16	registered	current audit only; does not mutate manifest/checksum table
data/raw/variants/snp/3k-core-v7-chr12.zip	3k-core-v7-chr12.zip	yes	yes	FD_CAND_AUTO_0037	SRC_3K_SNP_GENOTYPE_001	downloaded	44034793	44034793	c8ec22d4d9868c50d15d1c2bd42f95af233fd768a09ce7b7684ed982aa496bb0	c8ec22d4d9868c50d15d1c2bd42f95af233fd768a09ce7b7684ed982aa496bb0	registered	current audit only; does not mutate manifest/checksum table
data/raw/variants/snp/3k-core-v7-chr2.zip	3k-core-v7-chr2.zip	yes	yes	FD_CAND_AUTO_0038	SRC_3K_SNP_GENOTYPE_001	downloaded	55042722	55042722	343c91bef0b3f890c07acf552ab017c9187474720797087963b25c6b69ff73b9	343c91bef0b3f890c07acf552ab017c9187474720797087963b25c6b69ff73b9	registered	current audit only; does not mutate manifest/checksum table
data/raw/variants/snp/3k-core-v7-chr3.zip	3k-core-v7-chr3.zip	yes	yes	FD_CAND_AUTO_0039	SRC_3K_SNP_GENOTYPE_001	downloaded	41723187	41723187	acf5b255fbe732e49b2c66f1e776e27128f673e1feaf27abee884045c0a2b183	acf5b255fbe732e49b2c66f1e776e27128f673e1feaf27abee884045c0a2b183	registered	current audit only; does not mutate manifest/checksum table
data/raw/variants/snp/3k-core-v7-chr4.zip	3k-core-v7-chr4.zip	yes	yes	FD_CAND_AUTO_0040	SRC_3K_SNP_GENOTYPE_001	downloaded	58818350	58818350	55d03211b4911eecae4ed71a9d7eb57a1c6d452bbf0b1c7c9607bb0204086780	55d03211b4911eecae4ed71a9d7eb57a1c6d452bbf0b1c7c9607bb0204086780	registered	current audit only; does not mutate manifest/checksum table
data/raw/variants/snp/3k-core-v7-chr5.zip	3k-core-v7-chr5.zip	yes	yes	FD_CAND_AUTO_0041	SRC_3K_SNP_GENOTYPE_001	downloaded	39129418	39129418	a4a0fd665123eaadafd85fa336df078d27ff0249b5f06711c86cc4a1fcd68b9a	a4a0fd665123eaadafd85fa336df078d27ff0249b5f06711c86cc4a1fcd68b9a	registered	current audit only; does not mutate manifest/checksum table
data/raw/variants/snp/3k-core-v7-chr6.zip	3k-core-v7-chr6.zip	yes	yes	FD_CAND_AUTO_0042	SRC_3K_SNP_GENOTYPE_001	downloaded	41780589	41780589	a2bdd7ec1e2f42ac485b9a5d068edf5156f66099f2e3aa80750b302f167c5922	a2bdd7ec1e2f42ac485b9a5d068edf5156f66099f2e3aa80750b302f167c5922	registered	current audit only; does not mutate manifest/checksum table
data/raw/variants/snp/3k-core-v7-chr7.zip	3k-core-v7-chr7.zip	yes	yes	FD_CAND_AUTO_0043	SRC_3K_SNP_GENOTYPE_001	downloaded	39750044	39750044	cc67e353dee7c7d20877e7d302554c819939e6218c425f432b6b155b3024bfb0	cc67e353dee7c7d20877e7d302554c819939e6218c425f432b6b155b3024bfb0	registered	current audit only; does not mutate manifest/checksum table
data/raw/variants/snp/3k-core-v7-chr8.zip	3k-core-v7-chr8.zip	yes	yes	FD_CAND_AUTO_0044	SRC_3K_SNP_GENOTYPE_001	downloaded	50671238	50671238	2b622b00681d886e1016c0c1a6981e926ef925f940869b41196a8043bb8793ad	2b622b00681d886e1016c0c1a6981e926ef925f940869b41196a8043bb8793ad	registered	current audit only; does not mutate manifest/checksum table
data/raw/variants/snp/3k-core-v7-chr9.zip	3k-core-v7-chr9.zip	yes	yes	FD_CAND_AUTO_0045	SRC_3K_SNP_GENOTYPE_001	downloaded	33121770	33121770	89a5c964e34f09521757e3fd330899ac3b7b9c977e74d388a2ec360db10f78e8	89a5c964e34f09521757e3fd330899ac3b7b9c977e74d388a2ec360db10f78e8	registered	current audit only; does not mutate manifest/checksum table
data/raw/variants/snp/3kRG-newPrunedSNPset.txt	3kRG-newPrunedSNPset.txt	yes	yes	FD_CAND_AUTO_0052	SRC_3K_SNP_GENOTYPE_001	downloaded	721	721	918f21d24e628047a1cb9b2293f7dbff309c783da4224d8e50e7a4bb827c56ae	918f21d24e628047a1cb9b2293f7dbff309c783da4224d8e50e7a4bb827c56ae	registered	current audit only; does not mutate manifest/checksum table
data/raw/variants/snp/990k_3krg-snp-README.txt	990k_3krg-snp-README.txt	yes	yes	FD_CAND_AUTO_0007	SRC_3K_SNP_GENOTYPE_001	downloaded	370	370	b60dbed9c9941cab57907aded4d9f47af795b9c18f9ca7c08ae5c32776067596	b60dbed9c9941cab57907aded4d9f47af795b9c18f9ca7c08ae5c32776067596	registered	current audit only; does not mutate manifest/checksum table
data/raw/variants/snp/Filt_3krg-snp-README.txt	Filt_3krg-snp-README.txt	yes	yes	FD_CAND_AUTO_0008	SRC_3K_SNP_GENOTYPE_001	downloaded	426	426	28bcbb62178a8986fb8bc0bcf22620ea2ee65fe268d835790501599b5c101fd2	28bcbb62178a8986fb8bc0bcf22620ea2ee65fe268d835790501599b5c101fd2	registered	current audit only; does not mutate manifest/checksum table
data/raw/variants/snp/NB-snp.frqx.gz	NB-snp.frqx.gz	yes	yes	FD_CAND_AUTO_0009	SRC_3K_SNP_GENOTYPE_001	downloaded	271533001	271533001	63836b98080d2ab4a9aa7949f4c4075db1ef604decfc34cd72813a7728ed7cb4	63836b98080d2ab4a9aa7949f4c4075db1ef604decfc34cd72813a7728ed7cb4	registered	current audit only; does not mutate manifest/checksum table
data/raw/variants/snp/NB_bialSNP_pseudo.vcf.gz	NB_bialSNP_pseudo.vcf.gz	yes	yes	FD_CAND_AUTO_0010	SRC_3K_SNP_GENOTYPE_001	downloaded	190651130	190651130	017c9945748e9de9b5558f84049de23f017dee792b171e2793ffc4c5033529dd	017c9945748e9de9b5558f84049de23f017dee792b171e2793ffc4c5033529dd	registered	current audit only; does not mutate manifest/checksum table
data/raw/variants/snp/NB_bialSNP_pseudo.vcf.gz.tbi	NB_bialSNP_pseudo.vcf.gz.tbi	yes	yes	FD_CAND_AUTO_0011	SRC_3K_SNP_GENOTYPE_001	downloaded	273432	273432	e5881d37443d359202e195d596f7dc28525a0ee9d3a9ae87e87f9c9b1b2c420c	e5881d37443d359202e195d596f7dc28525a0ee9d3a9ae87e87f9c9b1b2c420c	registered	current audit only; does not mutate manifest/checksum table
data/raw/variants/snp/NB_bialSNP_pseudo_canonical_ALL.vcf.gz	NB_bialSNP_pseudo_canonical_ALL.vcf.gz	yes	yes	FD_CAND_AUTO_0030	SRC_3K_SNP_GENOTYPE_001	downloaded	643561279	643561279	99b09bd142d541fded4ca4ce90161ab85530c8d5eea5b27a7f967f8d8fb8708a	99b09bd142d541fded4ca4ce90161ab85530c8d5eea5b27a7f967f8d8fb8708a	registered	current audit only; does not mutate manifest/checksum table
data/raw/variants/snp/README-3kRG-SNP-v1-1.txt	README-3kRG-SNP-v1-1.txt	yes	yes	FD_CAND_AUTO_0015	SRC_3K_SNP_GENOTYPE_001	downloaded	153	153	69c2543f05ea951b8ebc4f50597f3a9df644afa70ef7e3cbb3731ab1875c51f8	69c2543f05ea951b8ebc4f50597f3a9df644afa70ef7e3cbb3731ab1875c51f8	registered	current audit only; does not mutate manifest/checksum table
data/raw/variants/snp/README-3kRG-SNPs-Permissive-License.txt	README-3kRG-SNPs-Permissive-License.txt	yes	yes	FD_CAND_AUTO_0022	SRC_3K_SNP_GENOTYPE_001	downloaded	408	408	08d54afb3ecfed197c6bd5b6798421037f22a5fd33fd4ed01f9c484d0ca5a9f9	08d54afb3ecfed197c6bd5b6798421037f22a5fd33fd4ed01f9c484d0ca5a9f9	registered	current audit only; does not mutate manifest/checksum table
data/raw/variants/snp/README-3kRG-full-SNP-v1.txt	README-3kRG-full-SNP-v1.txt	yes	yes	FD_CAND_AUTO_0016	SRC_3K_SNP_GENOTYPE_001	downloaded	133	133	c27b22ec126f9072211d21d046ae7d6e31c3fe9f587bd14d4705d8e1f67bc3c5	c27b22ec126f9072211d21d046ae7d6e31c3fe9f587bd14d4705d8e1f67bc3c5	registered	current audit only; does not mutate manifest/checksum table
data/raw/variants/snp/README-snp_pipeline.txt	README-snp_pipeline.txt	yes	yes	FD_CAND_AUTO_0024	SRC_3K_SNP_GENOTYPE_001	downloaded	2785	2785	1772d1d90be77f154eae97f735bfba9b85558f74c204a15d17e5b3cabd91c11b	1772d1d90be77f154eae97f735bfba9b85558f74c204a15d17e5b3cabd91c11b	registered	current audit only; does not mutate manifest/checksum table
data/raw/variants/snp/Snpseek_subsets.html	Snpseek_subsets.html	yes	yes	FD_CAND_AUTO_0033	SRC_3K_SNP_GENOTYPE_001	downloaded	14666	14666	f217fb2780e68a5c6555a2cc4e3c05faba517dea142d0647fa8148c955cc17fc	f217fb2780e68a5c6555a2cc4e3c05faba517dea142d0647fa8148c955cc17fc	registered	current audit only; does not mutate manifest/checksum table
data/raw/variants/snp/core_v0.7.bed.gz	core_v0.7.bed.gz	yes	yes	FD_CAND_AUTO_0046	SRC_3K_SNP_GENOTYPE_001	downloaded	117476185	117476185	bc0d092504d2b349c1714710501531b3434fb5c602f30ebf2f0c16c1f3754382	bc0d092504d2b349c1714710501531b3434fb5c602f30ebf2f0c16c1f3754382	registered	current audit only; does not mutate manifest/checksum table
data/raw/variants/snp/core_v0.7.bim.gz	core_v0.7.bim.gz	yes	yes	FD_CAND_AUTO_0047	SRC_3K_SNP_GENOTYPE_001	downloaded	3171530	3171530	ccdcc75790bcaba1bdb4b13c9b133bfa28a2966bbcde159ee62ff187e3526ee9	ccdcc75790bcaba1bdb4b13c9b133bfa28a2966bbcde159ee62ff187e3526ee9	registered	current audit only; does not mutate manifest/checksum table
data/raw/variants/snp/core_v0.7.fam.gz	core_v0.7.fam.gz	yes	yes	FD_CAND_AUTO_0048	SRC_3K_SNP_GENOTYPE_001	downloaded	16782	16782	ded6261e398e73e311ad8613dffbea8acc1b1a68f3066a9e072150577687ec00	ded6261e398e73e311ad8613dffbea8acc1b1a68f3066a9e072150577687ec00	registered	current audit only; does not mutate manifest/checksum table
data/raw/variants/snp/index-2017-0321-perChrCoreSnps.html	index-2017-0321-perChrCoreSnps.html	yes	yes	FD_CAND_AUTO_0049	SRC_3K_SNP_GENOTYPE_001	downloaded	11059	11059	6b1ccd68303e7cf6bcf4ea2f3ad4c00ffe3e2bdbf9430df45ed7ab0315b9d6e6	6b1ccd68303e7cf6bcf4ea2f3ad4c00ffe3e2bdbf9430df45ed7ab0315b9d6e6	registered	current audit only; does not mutate manifest/checksum table
data/raw/variants/snp/pca_pruned_v2.1.eigenvec.var.gz	pca_pruned_v2.1.eigenvec.var.gz	yes	yes	FD_CAND_AUTO_0054	SRC_3K_SNP_GENOTYPE_001	downloaded	51393517	51393517	0dcabb10311f0838eebb1c3e5f3f555ae869c1cbd46cc4ddb1ef6a4bdf46f7de	0dcabb10311f0838eebb1c3e5f3f555ae869c1cbd46cc4ddb1ef6a4bdf46f7de	registered	current audit only; does not mutate manifest/checksum table
data/raw/variants/snp/pruned_v2.1/pruned_v2.1.bed	pruned_v2.1.bed	no	no				764770359				missing_checksum	current audit only; does not mutate manifest/checksum table
data/raw/variants/snp/pruned_v2.1/pruned_v2.1.bim	pruned_v2.1.bim	no	no				26901979				missing_checksum	current audit only; does not mutate manifest/checksum table
data/raw/variants/snp/pruned_v2.1/pruned_v2.1.fam	pruned_v2.1.fam	no	no				102728				missing_checksum	current audit only; does not mutate manifest/checksum table
data/raw/variants/snp/pruned_v2.1/readme_pruned-v2.1.txt	readme_pruned-v2.1.txt	no	no				377				missing_checksum	current audit only; does not mutate manifest/checksum table
data/raw/variants/snp/pruned_v2.1/sha256sum.txt	sha256sum.txt	no	no				471				missing_checksum	current audit only; does not mutate manifest/checksum table
data/raw/variants/snp/readme_core_v0.7.txt	readme_core_v0.7.txt	yes	yes	FD_CAND_AUTO_0050	SRC_3K_SNP_GENOTYPE_001	downloaded	266	266	7d9f3b6ca9480f271bf07b59cee3c0007250a662a3d4509dc7b2f885a6f8c3c2	7d9f3b6ca9480f271bf07b59cee3c0007250a662a3d4509dc7b2f885a6f8c3c2	registered	current audit only; does not mutate manifest/checksum table
data/raw/variants/snp/readme_pruned-v2.1.txt	readme_pruned-v2.1.txt	yes	yes	FD_CAND_AUTO_0055	SRC_3K_SNP_GENOTYPE_001	downloaded	377	377	3c78d832cfc1643b0ef04c043ca09aeafec6daead4f6f39e48ab1f098554a0d6	3c78d832cfc1643b0ef04c043ca09aeafec6daead4f6f39e48ab1f098554a0d6	registered	current audit only; does not mutate manifest/checksum table
